Product Name,MRP,Selling Price,Discount %,Brand,Rating,Review Count,Platform
"Oppo K12x 5G Smartphone (8GB RAM + 256GB Storage) | 16.94cm LCD Display, 5100mAh Battery | 45W SUPERVOOC Flash Charge | 360° Damage-Proof Armour Body | Charger in The Box (Breeze Blue)","₹18,999","15,382",(19% off),Oppo,4.2 out of 5 stars,18,Amazon
"realme NARZO N65 5G (Amber Gold 6GB RAM, 128GB Storage) India's 1st D6300 5G Chipset | Ultra Slim Design | 120Hz Eye Comfort Display | 50MP AI Camera| Charger in The Box","₹14,999","12,499",(17% off),realme,4.2 out of 5 stars,"3,953",Amazon
Redmi Note 14 Pro+ 5G Phantom Purple 12GB RAM 512GB Storage | 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹39,999","32,999",(18% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Orchid Pink, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Orange Haze, 8 GB RAM, 256 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹27,499","21,999",(20% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹14,999","11,498",(23% off),Redmi,4.0 out of 5 stars,"1,197",Amazon
"realme NARZO 80x 5G (Deep Ocean,8GB+128GB) | | Dimensity 6400 5G Chipset | 6000mAh Long-Lasting Battery | 45W Fast Charge | 120Hz Eye Comfort Display | IP69 Top-Tier Waterproof","₹16,999","13,998",(18% off),realme,4.1 out of 5 stars,895,Amazon
"realme NARZO 80x 5G (Sunlit Gold,6GB+128GB) | Dimensity 6400 5G Chipset | 6000mAh Long-Lasting Battery | 45W Fast Charge | 120Hz Eye Comfort Display | IP69 Top-Tier Waterproof","₹15,999","12,998",(19% off),realme,4.1 out of 5 stars,895,Amazon
"iQOO 13 5G (Ace Green, 16GB RAM, 512GB Storage) | Snapdragon 8 Elite Mobile Platform | World's First Q10 2K 144Hz Ultra EyeCare Display | Supercomputing chip Q2","₹66,999","59,998",(10% off),iQOO,4.4 out of 5 stars,"1,849",Amazon
"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+| Vapour Cooling Chamber| 6000mAh Battery| 120Hz Super AMOLED Display| AI| Without Charger","₹25,999","16,499",(37% off),Samsung,4.2 out of 5 stars,"12,423",Amazon
"OPPO A5 Pro 5G (Feather Blue, 8GB RAM, 256GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers.","₹23,999","19,998",(17% off),OPPO,3.7 out of 5 stars,80,Amazon
"Nokia 220 4G | All-New 4G Keypad Phone with Dual SIM, Built-in UPI App, Wireless FM Radio, MP3 Player, Bluetooth & USB Type C | Black","₹4,499","3,099",(31% off),Nokia,3.4 out of 5 stars,675,Amazon
"iQOO Z10x 5G (Ultramarine, 8GB RAM, 256GB Storage) | 6500 mAh Large Capacity Battery | Dimensity 7300 Processor | Military-Grade Durability","₹20,499","16,498",(20% off),iQOO,4.3 out of 5 stars,"2,612",Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"realme NARZO N65 5G (Amber Gold 6GB RAM, 128GB Storage) India's 1st D6300 5G Chipset | Ultra Slim Design | 120Hz Eye Comfort Display | 50MP AI Camera| Charger in The Box","₹14,999","12,499",(17% off),realme,4.2 out of 5 stars,"3,953",Amazon
"Redmi A5 Jaisalmer Gold, 3GB RAM 64GB ROM","₹8,999","6,498",(28% off),Redmi,3.4 out of 5 stars,14,Amazon
"Redmi Note 14 5G (Titan Black, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹21,999","16,999",(23% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
OnePlus Nord CE5 | Massive 7100mAh Battery | MediaTek Dimensity 8350 Apex | Powered by OnePlus AI | 8GB + 128GB | Black Infinity,,"24,998",,OnePlus,4.2 out of 5 stars,277,Amazon
"Tecno POP 9 (Magic Skin Green, 3GB+64GB) |India's 1st Mediatek G50 | IP54 Rated | IR Remote | Dual Speaker with DTS | 36 Month Lag Free Fluency | 15W Fast Charging Support | 5000 mAh Battery","₹8,499","5,998",(29% off),Tecno,4.1 out of 5 stars,560,Amazon
"Oppo K12x 5G Smartphone (8GB RAM + 256GB Storage) | 16.94cm LCD Display, 5100mAh Battery | 45W SUPERVOOC Flash Charge | 360° Damage-Proof Armour Body | Charger in The Box (Breeze Blue)","₹18,999","15,382",(19% off),Oppo,4.2 out of 5 stars,18,Amazon
POCO M6 Plus 5G Ice Silver 8GB RAM 128GB ROM,"₹14,499","10,499",(28% off),POCO,3.9 out of 5 stars,625,Amazon
"Redmi 14C 5G (Stargaze Black, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹14,999","11,498",(23% off),Redmi,4.0 out of 5 stars,"1,197",Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹12,999","9,498",(27% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Orange Haze, 8 GB RAM, 256 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹27,499","21,999",(20% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy S25 Ultra 5G Smartphone with Galaxy AI (Titanium Whitesilver, 12GB RAM, 512GB Storage), Titanium Frame, Snapdragon 8 Elite, 200 MP Camera with ProVisual Engine and 5000mAh Battery",,"1,41,999",,Samsung,4.2 out of 5 stars,352,Amazon
"Lava O3 (Glossy Lavender, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box","₹6,499","5,799",(11% off),Lava,3.8 out of 5 stars,657,Amazon
"Samsung Galaxy Z Fold6 5G Smartphone with Galaxy AI (Navy, 12GB RAM, 256GB Storage), 50MP High-Resolution Camera, Snapdragon 8 Gen 3, Google Gemini","₹1,64,999","1,24,999",(24% off),Samsung,3.9 out of 5 stars,129,Amazon
"VIVO Y19 5G (Titanium Silver, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","₹16,499","12,999",(21% off),VIVO,4.0 out of 5 stars,28,Amazon
"Samsung Galaxy S25 Ultra 5G Smartphone with Galaxy AI (Titanium Black, 12GB RAM, 512GB Storage), Titanium Frame, Snapdragon 8 Elite, 200 MP Camera with ProVisual Engine and 5000mAh Battery",,"1,41,999",,Samsung,4.2 out of 5 stars,352,Amazon
"Motorola G05 4G (Plum Red, 4GB RAM, 64GB Storage)","₹9,999","7,922",(21% off),Motorola,3.9 out of 5 stars,"1,018",Amazon
"Acer Super ZX 5G (Cosmic Green, 6GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera","₹19,999","10,998",(45% off),Acer,3.5 out of 5 stars,412,Amazon
"Redmi Note 14 5G (Titan Black, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹24,999","19,999",(20% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
Lava A1 Vibe (2025) Dual SIM Keypad Phone with 2'' Big Display | Long-Lasting AI Battery | Vibration Alert | FM Radio & MP3 Player | Military-Grade Durability – White,"₹1,499",999,(33% off),Lava,3.8 out of 5 stars,370,Amazon
"HONOR 200 5G (8GB+256GB, Black) – 50MP+50MP+12MP Triple Camera with Dual OIS | 50MP Selfie | Quad-Curved AMOLED Display | AI-Powered MagicOS 9.0 | Without Charger","₹39,999","21,698",(46% off),HONOR,4.1 out of 5 stars,"1,802",Amazon
"OnePlus Nord 4 5G (Obsidian Midnight, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Plus Gen 3 | ANTUTU Score 1.5Mn+ | OnePlus AI","₹32,999","26,999",(18% off),OnePlus,4.3 out of 5 stars,"4,648",Amazon
Apple iPhone 15 (256 GB) - Blue,"₹79,900","69,499",(13% off),Apple,4.5 out of 5 stars,"4,544",Amazon
"Samsung Galaxy F55 5G (Raisin Black, 128 GB) (8 GB RAM)","₹28,999","18,449",(36% off),Samsung,3.9 out of 5 stars,175,Amazon
"Nokia All-New 105 Dual Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Cyan","₹1,699","1,199",(29% off),Nokia,3.9 out of 5 stars,"155,938",Amazon
"Vivo T3 Lite 5G Smartphone (Majestic Black, 6GB Ram 128GB Storage)","₹15,499","12,850",(17% off),Vivo,4.0 out of 5 stars,271,Amazon
"Samsung Galaxy M56 5G (Black, 8 GB RAM, 128 GB Storage)| Slimmest Phone in The Segment| Gorilla Glass Victus+| 10 Bit HDR Video| Enhanced Nightography| 4nm Processor| AI | Vapor Cooling Chamber","₹30,999","27,998",(10% off),Samsung,4.2 out of 5 stars,352,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹12,999","9,498",(27% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi Note 14 5G (Ivy Green, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹21,999","16,999",(23% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Samsung Galaxy Z Fold6 5G Smartphone with Galaxy AI (Silver Shadow, 12GB RAM, 256GB Storage), 50MP High-Resolution Camera, Snapdragon 8 Gen 3, Google Gemini","₹1,64,999","1,24,999",(24% off),Samsung,3.9 out of 5 stars,129,Amazon
"Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal","₹1,599","1,199",(25% off),Nokia,3.9 out of 5 stars,"155,938",Amazon
"Samsung Galaxy S24 Ultra 5G AI Smartphone with Galaxy AI (Titanium Black, 12GB, 512GB Storage), Snapdragon 8 Gen 3, 200 MP Camera with ProVisual Engine and 5000mAh Battery","₹1,44,999","1,29,999",(10% off),Samsung,4.4 out of 5 stars,"2,135",Amazon
"Motorola G35 5G (Guava Red, 4GB RAM, 128GB Storage) | Sleek Design | 50MP AI Camera | 5000mAh Battery","₹12,499","10,749",(14% off),Motorola,4.0 out of 5 stars,94,Amazon
"Nokia 106 Single Sim, Keypad Phone with Built-in UPI Payments App, Long-Lasting Battery, Wireless FM Radio & MP3 Player, and MicroSD Card Slot | Charcoal","₹1,699","1,099",(35% off),Nokia,3.8 out of 5 stars,"2,161",Amazon
"Motorola G96 5G (Pantone Greener Pastures, 8GB RAM, 128GB Storage) | 144Hz Curved pOLED Display | 50 MP OIS LYT‑700C + 8 MP Ultra‑Wide + 32 MP Selfie | Snapdragon 7s Gen 2 | Android 15 | 5500 mAh","₹20,999","18,199",(13% off),Motorola,5.0 out of 5 stars,1,Amazon
"Lava Gem 2025 Dual Sim Keypad Phone (2.8"" Display, Camera & Flash) | 2575mAh Smart AI Powerful Battery | Wireless FM & Recording | Stereo Speakers | Call Recording (Black Gold)","₹2,099","1,589",(24% off),Lava,3.8 out of 5 stars,139,Amazon
"JioBharat V4 4G Phone with JioTV, JioHotstar, UPI, JioSoundPay,JioSaavn, Long Lasting Battery, LED Torch, Digital Camera | Black | Locked for JioNetwork","₹1,999",799,(60% off),JioBharat,3.2 out of 5 stars,354,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
"Infinix Note 40 5G (Obsidian Black, 8GB RAM, 256GB Storage) | 120Hz AMOLED Display | 108MP OIS Triple Camera | Sound by JBL | Wireless Charging","₹24,999","15,999",(36% off),Infinix,3.8 out of 5 stars,83,Amazon
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB) (12 GB RAM)","₹41,999","28,399",(32% off),Motorola,4.0 out of 5 stars,400,Amazon
"Lava O3 (Glossy White, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box","₹6,499","5,799",(11% off),Lava,3.8 out of 5 stars,657,Amazon
"OnePlus 13 | Smarter with OnePlus AI | Lifetime Display Warranty (24GB RAM, 1TB Storage Black Eclipse)","₹92,999","82,999",(11% off),OnePlus,4.5 out of 5 stars,"1,690",Amazon
"Lava O3 (Glossy Blue, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box","₹6,499","5,799",(11% off),Lava,3.8 out of 5 stars,657,Amazon
"iQOO Neo 10 (Inferno Red, 16GB RAM, 512GB Storage) | Snapdragon 8s Gen 4 Processor & SuperComputing Chip Q1 | 7000 mAh Battery | Segment’s Highest 144 FPS Gaming Smartphone","₹45,999","40,998",(11% off),iQOO,4.3 out of 5 stars,"1,335",Amazon
"Redmi A3X (Olive Green, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor","₹9,999","6,244",(38% off),Redmi,3.8 out of 5 stars,186,Amazon
"Lava O3 Pro (Glossy Purple, 4 GB RAM, 128 GB Storage)| Bigger 6.56"" HD+ Display | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery | 10W Charging | Charger in Box","₹8,399","6,999",(17% off),Lava,4.0 out of 5 stars,250,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Redmi A5 Jaisalmer Gold, 4GB RAM 128GB ROM","₹9,999","7,498",(25% off),Redmi,3.4 out of 5 stars,14,Amazon
"Oppo K12x 5G with 45W SUPERVOOC Charger in-The-Box (Midnight Voilet, 128 GB) (6 GB RAM)","₹16,999","12,999",(24% off),Oppo,4.1 out of 5 stars,124,Amazon
"iPhone 16 Pro Max 512 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium","₹1,64,900","1,54,900",(6% off),iPhone,4.3 out of 5 stars,292,Amazon
"OPPO A3X 4G (Nebula Red, 4GB RAM, 64GB Storage) with Offer","₹12,999","8,999",(31% off),OPPO,3.8 out of 5 stars,136,Amazon
"Samsung Galaxy Z Fold7 5G Smartphone with Galaxy AI (JetBlack, 12GB RAM, 512GB Storage), Ultra Sleek Design with 200MP Camera, Powerful Snapdragon 8 Elite, Google Gemini",,"1,86,999",,Samsung,5.0 out of 5 stars,2,Amazon
"iPhone 16e 128 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1″) Super Retina XDR Display; White","₹59,900","49,999",(17% off),iPhone,4.4 out of 5 stars,481,Amazon
Motorola All-New A200 Dual Sim keypad Phone (with Voice Feature) | 2 Years Replacement | Long Lasting Battery | Built-in UPI Payments App | Wireless FM | Auto Call Recording (Teal Blue),"₹1,549","1,119",(28% off),Motorola,3.4 out of 5 stars,216,Amazon
"Lava Blaze 2 5G (Glass Blue, 6GB RAM, 128GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 12 GB Expandable RAM","₹12,499","9,169",(27% off),Lava,4.1 out of 5 stars,809,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Samsung Galaxy A36 5G (Awesome Lavender, 8GB, 256GB) | Gemini Live | Awesome Intelligence (AI): Circle to Search, My Filter, Object Eraser | 4nm Snapdragon Processor | Flagship Grade Camera","₹38,999","33,999",(13% off),Samsung,4.0 out of 5 stars,220,Amazon
"Vivo X200 Pro 5G (Cosmos Black, 16GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","₹1,01,999","94,999",(7% off),Vivo,4.7 out of 5 stars,220,Amazon
"Lava Blaze 2 5G (Glass Black, 6GB RAM, 128GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 12 GB Expandable RAM","₹12,499","9,168",(27% off),Lava,4.1 out of 5 stars,809,Amazon
"TECNO POVA 6 NEO 5G (Midnight Shadow, 6GB+128GB) | Advanced AI Features | 108MP Ultra Clear AI Camera | D6300 Powerful Processor | 5 Year Lag Free Fluency | 5000 mAh Battery | InBuilt Infrared and NFC","₹15,999","9,999",(38% off),TECNO,3.9 out of 5 stars,940,Amazon
"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium","₹1,19,900","1,11,900",(7% off),iPhone,4.4 out of 5 stars,400,Amazon
"Samsung Galaxy Z Fold7 5G Smartphone with Galaxy AI (Silver Shadow, 12GB RAM, 256GB Storage), Ultra Sleek Design with 200MP Camera, Powerful Snapdragon 8 Elite, Google Gemini",,"1,74,999",,Samsung,5.0 out of 5 stars,2,Amazon
"Samsung Galaxy S25 Ultra 5G Smartphone with Galaxy AI (Titanium Gray, 12GB RAM, 512GB Storage), Titanium Frame, Snapdragon 8 Elite, 200 MP Camera with ProVisual Engine and 5000mAh Battery",,"1,41,999",,Samsung,4.2 out of 5 stars,352,Amazon
"Samsung Galaxy A16 5G (Blue Black, 8GB RAM, 128GB Storage) | AI | Circle to Search | Super AMOLED | 6.5” Display | 50MP Triple Camera | IP54 Rated | 6 Years Security Updates","₹21,499","17,499",(19% off),Samsung,3.8 out of 5 stars,505,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹12,999","9,498",(27% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Vivo X200 Pro 5G (Cosmos Black, 16GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","₹1,01,999","94,999",(7% off),Vivo,4.7 out of 5 stars,220,Amazon
"realme GT 7 Pro (Galaxy Grey,12GB+256GB) | India's First Snapdragon 8 Elite Processor | 3X Periscope Flagship Camera| RealWorld Eco² OLED Plus Display","₹69,999","44,999",(36% off),realme,4.1 out of 5 stars,147,Amazon
"Redmi 14C 5G (Stardust Purple, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹14,999","11,498",(23% off),Redmi,4.0 out of 5 stars,"1,197",Amazon
"Oppo K12x 5G with 45W SUPERVOOC Charger in-The-Box (Midnight Voilet, 128 GB) (6 GB RAM)","₹16,999","12,999",(24% off),Oppo,4.1 out of 5 stars,124,Amazon
"Xiaomi 14 CIVI (Shadow Black, 8GB RAM, 256GB Storage)","₹54,999","29,999",(45% off),Xiaomi,4.0 out of 5 stars,403,Amazon
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)","₹1,49,999","77,999",(48% off),Samsung,4.5 out of 5 stars,"4,442",Amazon
"iPhone 16 Pro Max 512 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium","₹1,64,900","1,54,900",(6% off),iPhone,4.3 out of 5 stars,292,Amazon
"Samsung Galaxy A16 5G (Blue Black, 8GB RAM, 128GB Storage) | AI | Circle to Search | Super AMOLED | 6.5” Display | 50MP Triple Camera | IP54 Rated | 6 Years Security Updates","₹21,499","17,499",(19% off),Samsung,3.8 out of 5 stars,505,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium","₹1,44,900","1,34,900",(7% off),iPhone,4.3 out of 5 stars,292,Amazon
"Samsung Galaxy A36 5G (Awesome Lavender, 8GB, 256GB) | Gemini Live | Awesome Intelligence (AI): Circle to Search, My Filter, Object Eraser | 4nm Snapdragon Processor | Flagship Grade Camera","₹38,999","33,999",(13% off),Samsung,4.0 out of 5 stars,220,Amazon
"iPhone 16e 128 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1″) Super Retina XDR Display; White","₹59,900","49,999",(17% off),iPhone,4.4 out of 5 stars,481,Amazon
"itel A80 | 120Hz Refresh Rate | Punch Hole Display | 50MP Super HDR Cam | IP54 Dust & Splash Resistant | 3 Year Fluency | Ring Light Notification | 4GB RAM, 128GB ROM | Sandstone Black","₹8,999","6,999",(22% off),itel,3.7 out of 5 stars,32,Amazon
"OPPO A3X 4G (Nebula Red, 4GB RAM, 64GB Storage) with Offer","₹12,999","8,999",(31% off),OPPO,3.8 out of 5 stars,136,Amazon
"Xiaomi 15 (White, 12GB/512GB)| 50 MP Leica Triple Camera | SD 8 Elite | 1.5K CrystalRes Dynamic 1-120 Hz AMOLED | Hyper AI","₹79,999","64,998",(19% off),Xiaomi,4.4 out of 5 stars,216,Amazon
