Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
realme,realme GT 6,Razor Green,Flipkart,43999,27999,16000,36,8,256,6.78,5500,32,50,8s Gen 3 Mobile Platform Processor,4.5,3582,370
Samsung,Samsung Galaxy M35,Moonlight Blue,Flipkart,24499,15939,8560,34,6,128,6.6,6000,16,50,8s Gen 3 Mobile Platform Processor,4.4,24821,1984
realme,realme 14x 5G,Crystal Black,Flipkart,16999,14999,2000,11,6,128,6.67,6000,8,50,Dimensity 6300 Processor,4.3,10608,523
realme,realme 14x 5G,Crystal Black,Flipkart,16999,14999,2000,11,6,128,6.67,6000,8,32,Dimensity 6300 Processor,4.3,10608,523
OPPO,OPPO Reno14 5G,Pearl White,Flipkart,42999,37999,5000,11,8,256,6.59,6000,12,50,Dimensity 8350 Processor,4.4,1129,135
Nothing,Nothing Phone,3a Grey,Flipkart,32999,28999,4000,12,8,128,6.59,5000,16,50,7s Gen3 Processor,4.5,5898,545
Apple,Apple iPhone 15,Black,Flipkart,69900,64900,5000,7,12,128,6.1,5000,12,50,A16 Bionic Chip 6 Core Processor Processor,4.6,262580,9397
POCO,POCO M6 Plus,Ice Silver,Flipkart,15999,10080,5919,36,6,128,6.79,5030,13,50,Snapdragon 4 Gen2 AE Processor,4.2,59597,3573
vivo,vivo T3 Pro,Sandstone Orange,Flipkart,29999,22999,7000,23,8,128,6.77,5500,16,32,Snapdragon 7 Gen 3 Processor,4.5,84614,5328
vivo,vivo T3 Pro,Sandstone Orange,Flipkart,29999,22999,7000,23,8,128,6.77,5500,16,50,Snapdragon 7 Gen 3 Processor,4.5,84614,5328
Samsung,Samsung Galaxy A55,Awesome Navy,Flipkart,42999,25630,17369,40,8,128,6.6,5000,32,50,Samsung Exynos 1480 Processor,4.4,2011,154
realme,realme Narzo N61,Marble Black,Flipkart,8641,7649,992,11,4,64,6.74,5000,12,20,Samsung Exynos 1480 Processor,4.3,5693,271
realme,realme Narzo N61,Marble Black,Flipkart,8641,7649,992,11,4,64,6.74,5000,13,32,Samsung Exynos 1480 Processor,4.3,5693,271
IQOO,IQOO Neo 10R,Raging Blue,Flipkart,31999,24193,7806,24,8,128,6.78,6400,16,50,SC6531E Processor,4.5,978,75
Google,Google Pixel 8a,Obsidian,Flipkart,52999,37999,15000,28,8,128,6.1,4404,13,108,Tensor G3 Processor,4.3,7112,581
Tecno,Tecno POP 9,Glittery White,Flipkart,8499,6499,2000,23,3,64,6.67,5000,12,13,Tensor G3 Processor,4,69,2
realme,realme Narzo 80x,Sunlit Gold,Flipkart,16999,12120,4879,28,8,128,6.72,6000,16,50,Tensor G3 Processor,4.2,559,21
vivo,vivo T3 5G,Crystal Flake,Flipkart,22999,16999,6000,26,8,128,6.67,5000,16,108,Dimensity 7200 Processor,4.4,131464,8085
REDMI,REDMI A5,Just Black,Flipkart,8999,6499,2500,27,3,64,6.88,5200,8,20,T7250 Processor,4.3,2309,116
POCO,POCO M6 Plus,Ice Silver,Flipkart,17999,11499,6500,36,8,128,6.79,5030,13,108,Snapdragon 4 Gen2 AE Processor,4.2,11513,724
realme,realme P3 Ultra,Neptune Blue,Flipkart,31999,22999,9000,28,8,128,6.83,6000,16,32,Dimensity 8350 Ultra Processor,4.4,5684,699
realme,realme Narzo 80,Crystal Purple,Flipkart,14999,11274,3725,24,6,128,6.67,6000,12,50,Dimensity 8350 Ultra Processor,4.6,43,0
IQOO,IQOO Z10 Lite,Cyber Green,Flipkart,13999,10310,3689,26,4,128,6.74,6000,8,50,Dimensity 8350 Ultra Processor,4.2,91,5
Apple,Apple iPhone 15,Pink,Flipkart,69900,64900,5000,7,16,128,6.1,4300,12,108,A16 Bionic Chip 6 Core Processor Processor,4.6,262580,9397
realme,realme P3 Ultra,Neptune Blue,Flipkart,31999,22999,9000,28,8,128,6.83,6000,16,50,Dimensity 8350 Ultra Processor,4.4,5684,699
Tecno,Tecno Spark Go,Turquoise Green,Flipkart,8499,6699,1800,21,3,64,6.67,5000,3,13,T7250 Processor,4.3,6358,452
Tecno,Tecno Spark Go,Turquoise Green,Flipkart,8499,6699,1800,21,3,64,6.67,5000,3,13,T7250 Processor,4.3,74589,9658
realme,realme GT 6,Razor Green,Flipkart,43999,27999,16000,36,8,256,6.78,5500,32,50,8s Gen 3 Mobile Platform Processor,4.5,3582,370
Google,Google Pixel 8a,Bay,Flipkart,52999,37999,15000,28,8,128,6.1,4404,13,50,Tensor G3 Processor,4.3,7112,581
Samsung,Samsung Galaxy S24,Titanium Violet,Flipkart,134999,82999,52000,38,12,256,6.8,5000,12,50,Snapdragon 8 Gen 3 Processor,4.6,4020,353
Apple,Apple iPhone 15,Black,Flipkart,79900,71999,7901,9,16,128,6.7,4700,12,50,A16 Bionic Chip 6 Core Processor Processor,4.6,45792,2571
POCO,POCO M6 Plus,Graphite Black,Flipkart,17999,11499,6500,36,8,128,6.79,5030,13,108,Snapdragon 4 Gen2 AE Processor,4.2,11513,724
Samsung,Samsung Galaxy S24,Amber Yellow,Flipkart,79999,52999,27000,33,8,256,6.2,4000,12,108,Exynos 2400 Processor,4.6,6901,390
realme,realme 14T 5G,Obsidian Black,Flipkart,20999,17999,3000,14,8,128,6.67,6000,16,50,Dimensity 6300 Processor,4.2,1092,101
vivo,vivo T4 Ultra,Phoenix Gold,Flipkart,40999,37999,3000,7,8,256,6.67,5500,32,50,Dimensity 9300 Processor,4.5,1571,175
vivo,vivo T4 Ultra,Phoenix Gold,Flipkart,40999,37999,3000,7,8,256,6.67,5500,32,50,Dimensity 9300 Processor,4.5,1571,175
Apple,Apple iPhone 16,Natural Titanium,Flipkart,129900,117900,12000,9,12,256,6.3,4700,12,50,A18 Pro Chip 6 Core Processor Processor,4.6,2499,125
POCO,POCO M7 5G,Ocean Blue,Flipkart,12999,9299,3700,28,6,128,6.88,5160,8,50,4 Gen 2 5G Processor,4.1,25331,1321
OnePlus,OnePlus 13R 5g,Astral Trail,Flipkart,44999,39883,5116,11,12,256,6.78,6000,12,50,5 Gen 2 5G Processor,4.5,2289,168
Motorola,Motorola Edge 50,Hot Pink,Flipkart,25999,18999,7000,26,8,128,6.7,5000,32,20,7s Gen 2 Processor,4.4,129175,8373
IQOO,IQOO Z10 5G,Glacier Silver / Silver,Flipkart,25999,21061,4938,18,8,128,6.7,7300,16,50,7s Gen 2 Processor,4.4,2045,114
Apple,Apple iPhone 15,Pink,Flipkart,79900,71999,7901,9,12,128,6.7,4300,12,50,A16 Bionic Chip 6 Core Processor Processor,4.6,45792,2571
POCO,POCO F7 5G,Phantom Black,Flipkart,35999,31999,4000,11,12,256,6.83,7550,20,50,8s Gen 4 Processor,4.4,5646,699
MOTOROLA,MOTOROLA Edge 50,Peach Fuzz,Flipkart,32999,21999,11000,33,8,256,6.67,5000,32,32,Snapdragon 7 Gen 1 Accelerated Edition Processor,4.3,37910,2824
IQOO,IQOO Z10 Lite,Cyber Green,Flipkart,13999,10310,3689,26,4,128,6.74,6000,12,50,Snapdragon 7 Gen 1 Accelerated Edition Processor,4.2,91,5
realme,realme 14T 5G,Obsidian Black,Flipkart,20999,17999,3000,14,8,128,6.67,6000,16,50,Dimensity 6300 Processor,4.2,1092,101
Google,Google Pixel 9,Porcelain,Flipkart,79999,64999,15000,18,12,256,6.3,4700,5,50,Google Tensor G4 Processor,4.5,3198,316
vivo,vivo T4 Ultra,Phoenix Gold,Flipkart,40999,37999,3000,7,8,256,6.67,5500,32,50,Dimensity 9300 Processor,4.5,1571,175
Samsung,Samsung Galaxy A55,Awesome Iceblue,Flipkart,45999,28208,17791,38,8,256,6.6,5000,32,50,Samsung Exynos 1480 Processor,4.4,2011,154
realme,realme P3 Pro,Saturn Brown,Flipkart,28999,19999,9000,31,8,128,6.83,6000,16,50,7s Gen 3 Mobile Platform Processor,4.4,6148,536
POCO,POCO C61,Mystical Green,Flipkart,8999,6999,2000,22,4,64,6.71,5000,5,50,Helio G36 Processor,4.1,110043,4655
Samsung,Samsung Galaxy S24,Cobalt Violet,Flipkart,74999,46999,28000,37,8,128,6.2,4000,12,108,Exynos 2400 Processor,4.6,6901,390
POCO,POCO M7 5G,Satin Black,Flipkart,12999,9299,3700,28,6,128,6.88,5160,8,20,4 Gen 2 5G Processor,4.1,25331,1321
IQOO,IQOO Z10 5G,Stellar Black / Black,Flipkart,25999,21087,4912,18,8,128,6.7,7300,12,50,5 Gen 2 5G Processor,4.4,2045,114
Apple,Apple iPhone 16,Pink,Flipkart,99900,89999,9901,9,12,256,6.7,4300,12,50,A18 Chip 6 Core Processor Processor,4.6,3067,171
Apple,Apple iPhone 16,Desert Titanium,Flipkart,144900,132900,12000,8,12,256,6.9,4300,12,50,A18 Pro Chip 6 Core Processor Processor,4.7,1144,84
POCO,POCO X7 Pro,Nebula Green,Flipkart,33999,24999,9000,26,12,256,6.67,6550,20,50,Dimensity D8400 Ultra Processor,4.4,4609,577
Samsung,Samsung Galaxy F06,Lit Violet,Flipkart,13999,8699,5300,37,4,64,6.7,5000,12,50,Dimensity 6300 Processor,4.1,17201,1184
realme,realme C75 5G,Midnight Lily,Flipkart,15999,12999,3000,18,4,128,6.67,6000,8,108,Dimensity 6300 Processor,4.3,485,22
Samsung,Samsung Galaxy S24+,Cobalt Violet,Flipkart,99999,59999,40000,40,12,256,6.7,4900,12,32,Exynos 2400 Processor,4.5,11203,856
realme,realme P2 Pro,Parrot Green,Flipkart,25999,16999,9000,34,8,128,6.7,5200,32,20,7s Gen2 Processor,4.4,17510,1251
MOTOROLA,MOTOROLA A200,Black,Flipkart,1549,1249,300,19,4,64,1.77,800,8,50,7s Gen2 Processor,3.6,138,16
IQOO,IQOO Z9s 5G,Titanium Matte,Flipkart,25999,20890,5109,19,8,128,6.77,5500,12,50,7s Gen2 Processor,4.4,8518,531
Google,Google Pixel 8a,Porcelain,Flipkart,52999,37999,15000,28,8,128,6.1,4404,13,50,Tensor G3 Processor,4.3,7112,581
Apple,Apple iPhone 15,Green,Flipkart,69900,64900,5000,7,16,128,6.1,4700,12,50,A16 Bionic Chip 6 Core Processor Processor,4.6,262580,9397
POCO,POCO X7 Pro,Yellow,Flipkart,31999,22999,9000,28,8,256,6.67,6550,20,50,Dimensity D8400 Ultra Processor,4.3,8288,1153
Samsung,Samsung Galaxy A06,Black,Flipkart,13499,9199,4300,31,4,64,6.7,5000,12,50,mediatek Processor,4,789,63
Samsung,Samsung Galaxy S24,Marble Gray,Flipkart,79999,52999,27000,33,8,256,6.2,4000,12,50,Exynos 2400 Processor,4.6,6901,390
LAVA,LAVA A3 Torch,Dark Blue,Flipkart,1649,1339,310,18,6,128,1.8,1750,8,3,Exynos 2400 Processor,4.1,217,19
Google,Google Pixel 9,Wintergreen,Flipkart,79999,64999,15000,18,12,256,6.3,4700,5,108,Google Tensor G4 Processor,4.5,3198,316
Samsung,Samsung 1200,Black,Flipkart,1699,774,925,54,4,64,1.5,800,12,108,Google Tensor G4 Processor,3.1,4223,295
realme,realme C75 5G,Midnight Lily,Flipkart,15999,12999,3000,18,4,128,6.67,6000,8,20,Dimensity 6300 Processor,4.3,485,22
Samsung,Samsung Galaxy S24,Cobalt Violet,Flipkart,79999,52999,27000,33,8,256,6.2,4000,12,32,Exynos 2400 Processor,4.6,6901,390
Samsung,Samsung Galaxy S24,Titanium Violet,Flipkart,134999,119999,15000,11,12,256,6.8,5000,12,108,Snapdragon 8 Gen 3 Processor,4.6,4020,353
realme,realme P3 Pro,Saturn Brown,Flipkart,28999,19999,9000,31,8,128,6.83,6000,16,50,7s Gen 3 Mobile Platform Processor,4.4,6148,536
realme,realme P1 Speed,Brushed Blue,Flipkart,20999,14989,6010,28,8,128,6.67,5000,16,50,Dimensity 7300 Energy Processor,4.3,2672,275
realme,realme Narzo 80,Crystal Purple,Flipkart,14999,11274,3725,24,6,128,6.67,6000,16,50,Dimensity 7300 Energy Processor,4.6,43,0
MOTOROLA,MOTOROLA Edge 60,Pantone Dazzling Blue,Flipkart,40999,33999,7000,17,12,256,6.7,6000,12,108,Dimensity 8350 Processor,4.4,5417,524
realme,realme Narzo 80x,Sunlit Gold,Flipkart,16999,12120,4879,28,8,128,6.72,6000,8,50,Dimensity 8350 Processor,4.2,559,21
IQOO,IQOO Neo 10,Inferno Red,Flipkart,36999,33242,3757,10,8,128,6.78,7000,8,108,Qualcomm sd Processor,4.5,162,14
vivo,vivo T4 Ultra,Phoenix Gold,Flipkart,40999,37999,3000,7,8,256,6.67,5500,32,50,Dimensity 9300 Processor,4.5,1571,175
MOTOROLA,MOTOROLA Razr 60,PANTONE Lightest Sky,Flipkart,54999,49999,5000,9,8,256,6.9,4500,32,50,Dimensity 7400X Processor,4.5,344,41
IQOO,IQOO Neo 10R,Raging Blue,Flipkart,31999,24187,7812,24,8,128,6.78,6400,12,32,Dimensity 7400X Processor,4.5,978,75
Apple,Apple iPhone 16,Natural Titanium,Flipkart,144900,132900,12000,8,16,256,6.9,4300,12,20,A18 Pro Chip 6 Core Processor Processor,4.7,1144,84
realme,realme P1 Speed,Brushed Blue,Flipkart,20999,14989,6010,28,8,128,6.67,5000,16,108,Dimensity 7300 Energy Processor,4.3,2672,275
REDMI,REDMI A4,Sparkle Purple,Flipkart,11999,9527,2472,20,4,128,6.88,5160,8,50,Dimensity 7300 Energy Processor,4.3,7020,337
Samsung,Samsung Galaxy F16,Glam Green,Flipkart,15999,10749,5250,32,4,128,6.657,5000,13,50,Dimensity 6300 Processor,4.2,2787,175
IQOO,IQOO Neo 10R,Raging Blue,Flipkart,31999,24187,7812,24,8,128,6.78,6400,12,50,Dimensity 8450 Processor,4.5,978,75
OPPO,OPPO Reno14 Pro,Pearl White,Flipkart,54999,49999,5000,9,12,256,6.83,6200,12,108,Dimensity 8450 Processor,4.5,524,78
Motorola,Motorola g45 5G,Pink Lavender,Flipkart,14999,11999,3000,20,8,128,6.5,5000,16,50,Snapdragon 6s Gen 3 Processor,4.3,195416,10117
OPPO,OPPO K12x 5G,Breeze Blue,Flipkart,16999,12999,4000,23,6,128,6.67,5100,8,50,Dimensity 6300 Processor,4.5,183764,6497
OPPO,OPPO K12x 5G,Feather Pink,Flipkart,16999,12999,4000,23,6,128,6.67,5100,8,50,Dimensity 6300 Processor,4.5,183764,6497
OnePlus,OnePlus 13s 5G,Pink Satin,Flipkart,57999,51969,6030,10,12,256,6.32,5850,16,108,Dimensity 6300 Processor,4.5,265,24
REDMI,REDMI A3X,Ocean Green,Flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,Dimensity 6300 Processor,4.1,9774,433
REDMI,REDMI A3X,Ocean Green,Flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,Dimensity 6300 Processor,4.1,9774,433
Samsung,Samsung Guru Music,Black,Flipkart,1999,948,1051,52,6,64,1.8,800,16,50,Dimensity 6300 Processor,3.4,63,4
realme,realme P3 Pro,Saturn Brown,Flipkart,28999,19999,9000,31,8,128,6.83,6000,16,108,7s Gen 3 Mobile Platform Processor,4.4,6148,536
Apple,Apple iPhone 16,Black Titanium,Flipkart,144900,132900,12000,8,16,256,6.9,4300,12,50,A18 Pro Chip 6 Core Processor Processor,4.7,1144,84
OnePlus,OnePlus 13s 5G,Pink Satin,Flipkart,57999,51969,6030,10,12,256,6.32,5850,16,20,A18 Pro Chip 6 Core Processor Processor,4.5,265,24
Apple,Apple iPhone 16e,Black,Flipkart,69900,64900,5000,7,12,256,6.1,4600,12,50,A18 Chip 6 Core Processor,4.6,1409,95
IQOO,IQOO Neo 10,Inferno Red,Flipkart,36999,33242,3757,10,8,128,6.78,7000,12,50,Qualcomm sd Processor,4.5,162,14
Apple,Apple iPhone 16e,White,Flipkart,59900,54900,5000,8,16,128,6.1,4300,12,50,A18 Chip 6 Core Processor,4.6,1409,95
realme,realme P3 Pro,Saturn Brown,Flipkart,28999,19999,9000,31,8,128,6.83,6000,16,20,7s Gen 3 Mobile Platform Processor,4.5,4520,650
realme,realme P3 Pro,Saturn Brown,Flipkart,28999,19999,9000,31,8,128,6.83,6000,16,32,7s Gen 3 Mobile Platform Processor,4.4,6148,536
Samsung,Samsung Galaxy A06,Black,Flipkart,11499,7690,3809,33,4,64,6.7,5000,8,50,Mediatek Helio G85 Processor,4.1,157,13
POCO,POCO X7 5G,Glacier Green,Flipkart,27999,17999,10000,35,8,256,6.67,5500,20,50,Dimensity 7300 Ultra Processor,4.3,13142,1155
Alcatel,Alcatel V3 Classic,Halo White,Flipkart,17999,10999,7000,38,4,128,6.67,5200,8,50,Dimensity 6300 Processor,4.3,29,8
IQOO,IQOO Z10 5G,Glacier Silver / Silver,Flipkart,25999,21061,4938,18,8,128,6.7,7300,12,32,Dimensity 6300 Processor,4.4,2045,114
Apple,Apple iPhone 16,White,Flipkart,99900,89999,9901,9,16,256,6.7,4700,12,50,A18 Chip 6 Core Processor Processor,4.6,3067,171
MOTOROLA,MOTOROLA Razr 60,PANTONE Gibraltar Sea,Flipkart,54999,49999,5000,9,8,256,6.9,4500,32,50,Dimensity 7400X Processor,4.5,344,41
OPPO,OPPO A3x,Ocean Blue,Flipkart,12999,8999,4000,30,4,64,6.67,5100,5,50,6s 4G Gen1 Processor,4.2,1100,72
Infinix,Infinix SMART 9,Mint Green,Flipkart,8999,6699,2300,25,3,64,6.7,5000,8,50,Mediatek Helio G50 Processor,4.2,3286,225
REDMI,REDMI A3X,Ocean Green,Flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,Mediatek Helio G50 Processor,4.1,9774,433
POCO,POCO X7 Pro,Nebula Green,Flipkart,31999,22999,9000,28,8,256,6.67,6550,20,50,Dimensity D8400 Ultra Processor,4.3,8288,1153
POCO,POCO X7 5G,Cosmic Silver,Flipkart,27999,17999,10000,35,8,256,6.67,5500,12,50,Dimensity 7300 Ultra Processor,4.3,13142,1155
realme,realme P1 Speed,Brushed Blue,Flipkart,20999,14989,6010,28,8,128,6.67,5000,16,20,Dimensity 7300 Energy Processor,4.3,2672,275
Samsung,Samsung Galaxy A16,Gold,Flipkart,19999,15480,4519,22,6,128,6.7,5000,13,32,Dimensity 6300 Processor,4.2,2475,112
realme,realme 14T 5G,Obsidian Black,Flipkart,20999,17999,3000,14,8,128,6.67,6000,16,50,Dimensity 6300 Processor,4.2,1092,101
IQOO,IQOO Z10 5G,Glacier Silver / Silver,Flipkart,29999,26500,3499,11,12,256,6.7,7300,12,50,Dimensity 6300 Processor,4.4,530,37
Infinix,Infinix SMART 9,Mint Green,Flipkart,8999,6699,2300,25,3,64,6.7,5000,8,50,Mediatek Helio G50 Processor,4.2,3286,225
REDMI,REDMI A3X,Ocean Green,Flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,Unisoc T107 Processor,4.1,9774,433
Samsung,Samsung SM 1207,Black,Flipkart,1599,790,809,50,6,64,6.6,5000,12,108,Unisoc T107 Processor,3.2,5417,315
Samsung,Samsung Galaxy A06,Light Gray,Flipkart,15499,10099,5400,34,4,128,6.7,5000,8,50,MEDIATEK Processor,4,789,63
LAVA,LAVA Yuva Star,Glossy Black,Flipkart,6999,6249,750,10,4,64,6.75,5000,5,50,Unisoc SC9863A Processor,4,902,55
OPPO,OPPO Reno14 Pro,Pearl White,Flipkart,54999,49999,5000,9,12,256,6.83,6200,12,32,Dimensity 8450 Processor,4.5,524,78
realme,realme C73 5G,Jade Green,Flipkart,13999,11499,2500,17,4,128,6.67,6000,8,50,Dimensity 6300 Processor,4.3,508,17
realme,realme C73 5G,Jade Green,Flipkart,13999,11499,2500,17,4,128,6.67,6000,8,50,Dimensity 6300 Processor,4.3,508,17
Samsung,Samsung Galaxy F06,Bahama Blue,Flipkart,12499,8199,4300,34,4,64,6.7,5000,8,50,Dimensity 6300 Processor,4.1,17201,1184
Infinix,Infinix Hot 50,Dreamy Purple,Flipkart,12999,9999,3000,23,4,128,6.7,5000,8,50,Dimensity 6300 Processor,4.3,5608,418
Apple,Apple iPhone 16e,White,Flipkart,69900,64900,5000,7,12,256,6.1,4700,12,108,A18 Chip 6 Core Processor,4.6,1409,95
Apple,Apple iPhone 14,Starlight,Flipkart,69900,62990,6910,9,16,256,6.1,4700,12,32,A15 Bionic Chip 6 Core Processor Processor,4.6,313551,11692
Infinix,Infinix Hot 50,Dreamy Purple,Flipkart,12999,9999,3000,23,4,128,6.7,5000,8,50,Dimensity 6300 Processor,4.3,5608,418
Infinix,Infinix Hot 50,Dreamy Purple,Flipkart,12999,9999,3000,23,4,128,6.7,5000,8,50,Dimensity 6300 Processor,4.3,5608,418
Infinix,Infinix Hot 50,Dreamy Purple,Flipkart,12999,9999,3000,23,4,128,6.7,5000,8,50,Dimensity 6300 Processor,4.3,5608,418
POCO,POCO F7 5G,Frost White,Flipkart,37999,33999,4000,10,12,512,6.83,7550,20,108,8s Gen 4 Processor,4.4,5646,699
Samsung,Samsung Galaxy A55,Awesome Navy,Flipkart,45999,28640,17359,37,8,256,6.6,5000,32,108,Exynos 1480 Processor,4.4,2011,154
Samsung,Samsung Galaxy A16,Gold,Flipkart,19999,15480,4519,22,6,128,6.7,5000,13,20,Dimensity 6300 Processor,4.2,2475,112
Samsung,Samsung Galaxy F06,Lit Violet,Flipkart,15499,9999,5500,35,6,128,6.7,5000,8,50,Dimensity 6300 Processor,4.1,7433,541
Samsung,Samsung Galaxy A36,Awesome Black,Flipkart,35999,30999,5000,13,8,128,6.7,5000,12,20,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,960,73
REDMI,REDMI Note 14,Mystique White,Flipkart,21999,14701,7298,33,6,128,6.67,5110,12,50,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,1977,97
Samsung,Samsung Galaxy A16,Light Green,Flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,Dimensity 6300 Processor,4.2,2475,112
IQOO,IQOO Neo 10,Inferno Red,Flipkart,36999,33242,3757,10,8,128,6.78,7000,12,50,Qualcomm sd Processor,4.5,162,14
Samsung,Samsung Galaxy A16,Light Green,Flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,Dimensity 6300 Processor,4.2,2475,112
OPPO,OPPO A3x 5G,Starlight White,Flipkart,14999,10999,4000,26,4,64,6.67,5100,5,50,Dimensity 6300 Processor,4.2,3233,145
Tecno,Tecno Pova Curve,Neon Cyan,Flipkart,18999,15999,3000,15,6,128,6.78,5500,13,50,Dimensity 7300 Ultimate Processor,4.3,804,117
Tecno,Tecno Pova Curve,Neon Cyan,Flipkart,18999,15999,3000,15,6,128,6.78,5500,13,20,Dimensity 7300 Ultimate Processor,4.3,804,117
Tecno,Tecno Pova Curve,Neon Cyan,Flipkart,18999,15999,3000,15,6,128,6.78,5500,13,50,Dimensity 7300 Ultimate Processor,4.3,804,117
Samsung,Samsung Galaxy A36,Awesome Black,Flipkart,41999,36999,5000,11,12,256,6.7,5000,12,50,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,121,11
Samsung,Samsung Galaxy A06,Light Gray,Flipkart,11999,9319,2680,22,4,64,6.7,5000,16,50,mediatek Processor,4,789,63
realme,realme 14T 5G,Obsidian Black,Flipkart,20999,17999,3000,14,8,128,6.67,6000,16,50,Dimensity 6300 Processor,4.2,1092,101
realme,realme 14T 5G,Obsidian Black,Flipkart,20999,17999,3000,14,8,128,6.67,6000,16,20,Dimensity 6300 Processor,4.2,1092,101
Samsung,Samsung Galaxy A56,Awesome Olive,Flipkart,45999,38999,7000,15,8,128,6.7,5000,12,108,Samsng Exynos 1580 Processor,4.3,359,28
OPPO,OPPO K12x 5G,Breeze Blue,Flipkart,16999,12999,4000,23,6,128,6.67,5100,8,50,Dimensity 6300 Processor,4.5,183764,6497
Samsung,Samsung Galaxy F16,Bling Black,Flipkart,18999,13499,5500,28,8,128,6.657,5000,13,50,Dimensity 6300 Processor,4.2,2075,150
realme,realme P1 Speed,Brushed Blue,Flipkart,20999,14989,6010,28,8,128,6.67,5000,16,50,Dimensity 7300 Energy Processor,4.3,2672,275
Motorola,Motorola g64 5G,Mint Green,Flipkart,19999,15999,4000,20,12,256,6.5,6000,16,50,Dimensity 7025 Processor,4.2,85325,5457
POCO,POCO C61,Diamond Dust Black,Flipkart,8999,6990,2009,22,4,64,6.71,5000,5,50,Helio G36 Processor,4.1,110043,4655
vivo,vivo V50 5G,Rose Red,Flipkart,39999,32999,7000,17,8,128,6.77,6000,16,108,7 Gen 3 Processor,4.5,6154,540
Samsung,Samsung Guru Music,Black,Flipkart,1999,990,1009,50,6,64,1.8,800,8,50,8 Gen 3 Processor,3.1,16817,1264
OPPO,OPPO A3x 5G,Starlight White,Flipkart,14999,10999,4000,26,4,64,6.67,5100,5,50,Dimensity 6300 Processor,4.2,3233,145
vivo,vivo V50 5G,Rose Red,Flipkart,39999,32999,7000,17,8,128,6.77,6000,12,50,7 Gen 3 Processor,4.5,6154,540
Samsung,Samsung Galaxy M16,Thunder Black,Flipkart,13999,11933,2066,14,4,128,6.7,5000,16,50,8 Gen 3 Processor,4.1,203,6
MOTOROLA,MOTOROLA A50V Dual,Gold,Flipkart,1849,1499,350,18,4,64,1.8,1750,13,50,Snapdragon 7 Gen 3 Processor,4.1,1339,71
Honor,Honor 200 5G,Black,Flipkart,39999,22489,17510,43,8,256,6.7,5200,12,108,Snapdragon 7 Gen 3 Processor,4.4,142,13
Samsung,Samsung Galaxy F16,Glam Green,Flipkart,18999,13499,5500,28,8,128,6.657,5000,13,50,Dimensity 6300 Processor,4.2,2075,150
itel,itel A80,Sandstone Black,Flipkart,8999,6849,2150,23,4,128,6.7,5000,16,50,Dimensity 6300 Processor,4.2,331,17
Tecno,Tecno Spark Go,Magic Skin Green,Flipkart,8599,6899,1700,19,3,64,6.67,5000,8,50,Unisoc T61 Processor,4.3,1407,69
realme,realme C63 5G,Forest Green,Flipkart,12999,10999,2000,15,4,128,6.67,5000,12,108,Dimensity 6300 Processor,4.4,6704,266
Xiaomi,Xiaomi 14 CIVI,Panda White,Flipkart,59999,39999,20000,33,12,512,6.55,4700,13,50,8s Gen 3 Mobile Platform Processor,4.4,754,68
LAVA,LAVA Shark,Titanium Gold,Flipkart,7799,7296,503,6,4,256,6.67,5000,12,50,UNISOC T606 octa-core processor Processor,4.2,30,0
OPPO,OPPO Reno14 Pro,Pearl White,Flipkart,54999,49999,5000,9,12,256,6.83,6200,12,108,Dimensity 8450 Processor,4.5,524,78
OPPO,OPPO Reno14 Pro,Pearl White,Flipkart,54999,49999,5000,9,12,256,6.83,6200,13,50,Dimensity 8450 Processor,4.5,524,78
itel,itel A80,Sandstone Black,Flipkart,8999,6849,2150,23,4,128,6.7,5000,8,50,Dimensity 8450 Processor,4.2,331,17
REDMI,REDMI 13 5G,Orchid Pink,Flipkart,17999,12499,5500,30,6,128,6.79,5030,13,50,4 Gen 2 AE Processor,4.2,42234,2172
REDMI,REDMI 13 5G,Orchid Pink,Flipkart,17999,12499,5500,30,6,128,6.79,5030,13,50,4 Gen 2 AE Processor,4.2,42234,2172
IQOO,IQOO Z10 5G,Stellar Black / Black,Flipkart,27999,23551,4448,15,8,256,6.77,7300,8,50,5 Gen 2 AE Processor,4.4,2045,114
Samsung,Samsung B310ED,White,Flipkart,1599,990,609,38,6,128,2.4,850,12,50,6 Gen 2 AE Processor,3.2,391,27
Tecno,Tecno Pop 9,Aurora Cloud,Flipkart,11999,9499,2500,20,4,128,6.67,5000,8,50,Dimensity 6300 5G Processor,3.9,63,5
POCO,POCO X7 Pro,Yellow,Flipkart,33999,24999,9000,26,12,256,6.67,6550,20,108,Dimensity D8400 Ultra Processor,4.4,4609,577
