Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
realme,realme C63 5G,Forest Green,Flipkart,12999,10999,2000,15,4,128,6.67,5000,8,50,Dimensity 6300 Processor,4.4,6704,266
vivo,vivo V50 5G,Rose Red,Flipkart,39999,32999,7000,17,8,128,6.77,6000,12,50,7 Gen 3 Processor,4.5,6154,540
Samsung,Samsung Galaxy M16,Thunder Black,Flipkart,13999,11933,2066,14,4,128,6.7,5000,8,50,9 Gen 3 Processor,4.1,203,6
realme,realme 70 TURBO,Turbo Green,Flipkart,19999,14760,5239,26,6,128,6.67,5000,8,50,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,4.3,5488,430
Apple,Apple iPhone 16,White Titanium,Flipkart,144900,132900,12000,8,16,256,6.9,4600,12,108,A18 Pro Chip 6 Core Processor Processor,4.7,1144,84
POCO,POCO C71,Desert Gold,Flipkart,8999,6399,2600,28,4,64,6.88,5200,8,50,Unisoc T7250 Processor,3.9,21407,1080
Samsung,Samsung Galaxy A06,Black,Flipkart,11999,9277,2722,22,4,64,6.7,5000,8,50,Dimensity 6300 Processor,4,789,63
Samsung,Samsung Galaxy A56,Awesome Olive,Flipkart,52999,44999,8000,15,12,256,6.7,5000,12,50,Samsung Exynos 1580 Processor,4.4,213,21
realme,realme 70 TURBO,Turbo Green,Flipkart,19999,14760,5239,26,6,128,6.67,5000,12,50,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,4.3,5488,430
IQOO,IQOO Neo 10,Inferno Red,Flipkart,36999,33242,3757,10,8,128,6.78,7000,8,50,Qualcomm sd Processor,4.5,162,14
Apple,Apple iPhone 15,Blue,Flipkart,79900,74900,5000,6,12,256,6.1,4300,12,108,A16 Bionic Chip 6 Core Processor Processor,4.6,262580,9397
vivo,vivo V50e 5G,Pearl White,Flipkart,33999,28999,5000,14,8,128,6.77,5600,12,108,Dimensity 7300 Processor,4.4,1486,98
vivo,vivo V50e 5G,Pearl White,Flipkart,33999,28999,5000,14,8,128,6.77,5600,13,50,Dimensity 7300 Processor,4.4,1486,98
OPPO,OPPO F29 5G,Glacier Blue,Flipkart,28999,23999,5000,17,8,128,6.7,6500,16,50,6 Gen 1 Processor,4.3,1720,105
realme,realme 70 TURBO,Turbo Green,Flipkart,19999,14760,5239,26,6,128,6.67,5000,12,50,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,4.3,5488,430
Tecno,Tecno Spark Go,Magic Skin Green,Flipkart,8599,6899,1700,19,3,64,6.67,5000,8,32,Unisoc T61 Processor,4.3,1407,69
vivo,vivo V50 5G,Rose Red,Flipkart,39999,32999,7000,17,8,128,6.77,6000,12,50,7 Gen 3 Processor,4.5,6154,540
realme,realme C73 5G,Jade Green,Flipkart,13999,11499,2500,17,4,128,6.67,6000,8,50,Dimensity 6300 Processor,4.3,508,17
Honor,Honor 200 5G,Black,Flipkart,39999,22489,17510,43,8,256,6.7,5200,12,50,Snapdragon 7 Gen 3 Processor,4.4,142,13
Motorola,Motorola g64 5G,Ice Lilac,Flipkart,17999,13999,4000,22,8,128,6.5,6000,16,50,Dimensity 7025 Processor,4.3,60363,3762
vivo,vivo V50 5G,Rose Red,Flipkart,39999,32999,7000,17,8,128,6.77,6000,16,50,7 Gen 3 Processor,4.5,6154,540
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9499,3500,26,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9499,3500,26,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9499,3500,26,4,64,6.88,5160,8,32,4 Gen 2 5G Processor,4.2,4714,250
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9499,3500,26,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9499,3500,26,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
Tecno,Tecno Camon 30,Basaltic Dark,Flipkart,32999,23999,9000,27,12,512,6.78,5000,8,50,Dimensity 7020 5G Processor,4,171,13
Samsung,Samsung Galaxy A55,Awesome Navy,Flipkart,48999,34490,14509,29,12,256,6.6,5000,32,50,Samsung Exynos 1480 Processor,4.3,507,40
IQOO,IQOO z9x,Tornado Green,Flipkart,18999,13790,5209,27,6,128,6.72,6000,8,50,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,4.4,10267,514
POCO,POCO M7 5G,Mint Green,Flipkart,13999,10299,3700,26,8,128,6.88,5160,8,20,4 Gen 2 5G Processor,4.2,5232,314
Samsung,Samsung Galaxy S24+,Onyx Black,Flipkart,99999,59999,40000,40,12,256,6.7,4900,12,50,Exynos 2400 Processor,4.5,11203,856
vivo,vivo V50e 5G,Pearl White,Flipkart,33999,28999,5000,14,8,128,6.77,5600,16,50,Dimensity 7300 Processor,4.4,1486,98
Samsung,Samsung Galaxy S24,Amber Yellow,Flipkart,74999,46999,28000,37,8,128,6.2,4000,12,50,Exynos 2400 Processor,4.6,6901,390
Motorola,Motorola G85 5G,Cobalt Blue,Flipkart,22999,17999,5000,21,12,256,6.67,5000,32,50,6s Gen 3 Processor,4.4,79386,4451
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,13999,10000,3999,28,4,128,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
realme,realme 70 TURBO,Turbo Green,Flipkart,19999,14760,5239,26,6,128,6.67,5000,8,50,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,4.3,5488,430
realme,realme C61,Marble Black,Flipkart,8999,7699,1300,14,4,64,6.745,5000,5,108,T612 Processor,4.4,9818,322
IQOO,IQOO Z9S 5G,Titanium Matte,Flipkart,27999,22470,5529,19,8,256,6.77,5500,12,50,MediaTek Dimensity 7300 5G Processor,4.4,8518,531
realme,realme 14 Pro,Glass Purple,Flipkart,25999,21999,4000,15,8,128,6.7,5200,32,50,7s Gen2 Processor,4.4,408,24
Samsung,Samsung Galaxy A16,Blue Black,Flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,Dimensity 6300 Processor,4.2,2475,112
Infinix,Infinix Note 40,Racing Grey,Flipkart,24999,15999,9000,36,8,256,6.78,5000,32,108,Dimensity 7020 Processor,4.2,12307,1141
itel,itel ZENO 10,Phantom Crystal,Flipkart,7399,6115,1284,17,4,64,6.6,5000,2,50,Dimensity 7020 Processor,4.2,21,0
POCO,POCO X6 Neo,Astral Black,Flipkart,19999,13990,6009,30,8,128,6.67,5000,16,50,Dimensity 6080 Processor,4.2,42214,3058
KARBONN,KARBONN KX29 DS,grey blue,Flipkart,1790,1458,332,18,6,32,2.4,2700,8,50,Dimensity 6080 Processor,3.7,2532,163
POCO,POCO C71,Power Black,Flipkart,8999,6399,2600,28,4,64,6.88,5200,8,50,Unisoc T7250 Processor,3.9,21407,1080
Apple,Apple iPhone 15,Pink,Flipkart,89900,81999,7901,8,16,256,6.7,4300,12,108,A16 Bionic Chip 6 Core Processor Processor,4.6,45792,2571
Apple,Apple iPhone 14,Blue,Flipkart,69900,62990,6910,9,16,256,6.1,4300,12,108,A15 Bionic Chip 6 Core Processor Processor,4.6,313551,11692
Samsung,Samsung Galaxy A56,Awesome Graphite,Flipkart,48999,41999,7000,14,8,256,6.7,5000,12,50,Samsung Exynos 1580 Processor,4.3,359,28
MOTOROLA,MOTOROLA Edge 50,Jungle Green,Flipkart,32999,21999,11000,33,8,256,6.67,5000,32,128,Snapdragon 7 Gen 1 Accelerated Edition Processor,4.3,37910,2824
Tecno,Tecno Spark Go,Magic Skin Green,Flipkart,8599,6899,1700,19,3,64,6.67,5000,8,50,Unisoc T61 Processor,4.3,1407,69
vivo,vivo V50e 5G,Pearl White,Flipkart,33999,28999,5000,14,8,128,6.77,5600,12,50,Dimensity 7300 Processor,4.4,1486,98
vivo,vivo T3 Ultra,Frost Green,Flipkart,35999,27999,8000,22,8,128,6.78,5500,13,50,Dimensity 7300 Processor,4.5,22016,1801
Tecno,Tecno Camon 20,Serenity Blue,Flipkart,24999,15399,9600,38,8,128,6.67,5000,32,20,Mediatek Dimensity 8050 Processor,4.1,841,95
Samsung,Samsung M06 5G,Blazing Black,Flipkart,13999,10390,3609,25,4,128,6.7,5000,8,50,Snapdragon 7 Gen 3 Processor,3.9,270,30
MOTOROLA,MOTOROLA A10V DS,Teal Blue,Flipkart,1499,999,500,33,4,64,1.8,800,8,50,Snapdragon 7 Gen 3 Processor,4.1,7845,501
Motorola,Motorola g04s,Satin Blue,Flipkart,9999,7299,2700,27,4,64,6.6,5000,8,32,T606 Processor,4.2,29839,1642
Apple,Apple iPhone 15,Black,Flipkart,79900,74900,5000,6,16,256,6.1,4300,12,20,A16 Bionic Chip 6 Core Processor Processor,4.6,262580,9397
REDMI,REDMI A3,Olive Green,Flipkart,11999,8490,3509,29,6,128,6.71,5000,5,50,Mediatek Helio G36 Processor,4.1,6776,346
Samsung,Samsung Galaxy A16,Blue Black,Flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,Dimensity 6300 Processor,4.2,2475,112
realme,realme 14 Pro,Glass Purple,Flipkart,25999,21999,4000,15,8,128,6.7,5200,32,108,7s Gen2 Processor,4.4,408,24
Samsung,Samsung SM-B310EZDDINS,Black,Flipkart,1999,928,1071,53,4,64,1.8,800,8,50,7s Gen2 Processor,3.2,8049,517
Google,Google Pixel 9,Peony,Flipkart,79999,64999,15000,18,12,256,6.3,4700,5,50,Google Tensor G4 Processor,4.5,3198,316
vivo,vivo T3 Lite,Vibrant Green,Flipkart,14499,10499,4000,27,4,128,6.56,5000,8,108,Dimensity 6300 Processor,4.4,70298,2338
REDMI,REDMI 9i Sport,Coral Green,Flipkart,9999,9500,499,4,4,512,6.53,5000,5,50,MediaTek Helio G25 Processor,4.3,270336,14927
realme,realme 13 Pro+,Emerald Green,Flipkart,36999,25999,11000,29,8,256,6.7,5200,32,108,Snapdragon 7s Gen2 Processor,4.4,15033,1523
realme,realme NARZO 80,Speed Silver,Flipkart,23999,18122,5877,24,8,128,6.7,6000,12,50,Snapdragon 7s Gen2 Processor,4.4,307,13
Apple,Apple iPhone 16,Teal,Flipkart,99900,89999,9901,9,12,256,6.7,4700,12,50,A18 Chip 6 Core Processor Processor,4.6,3067,171
Samsung,Samsung Galaxy M35,Moonlight Blue,Flipkart,27499,26990,509,1,8,256,6.6,6000,32,50,Snapdragon 7 Gen 3 Processor,4.3,3633,249
vivo,vivo T3 Ultra,Frost Green,Flipkart,35999,27999,8000,22,8,128,6.78,5500,32,108,Dimensity 9200 Processor,4.5,22016,1801
Motorola,Motorola G34 5G,Charcoal Black,Flipkart,14999,11999,3000,20,8,128,6.5,5000,16,50,Snapdragon 695 5G Processor,4.2,146858,10026
Apple,Apple iPhone 14,Blue,Flipkart,59900,52990,6910,11,16,128,6.1,4300,12,50,A15 Bionic Chip 6 Core Processor Processor,4.6,313551,11692
realme,realme 70 TURBO,Turbo Green,Flipkart,19999,14760,5239,26,6,128,6.67,5000,12,50,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,4.3,5488,430
Samsung,Samsung Galaxy A16,Blue Black,Flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,Dimensity 6300 Processor,4.2,2475,112
Google,Google Pixel 8,Bay,Flipkart,106999,59999,47000,43,12,128,6.7,5050,5,50,Tensor G3 Processor,4.4,1218,134
Google,Google Pixel 8,Bay,Flipkart,106999,59999,47000,43,12,128,6.7,5050,5,108,Tensor G3 Processor,4.4,1218,134
vivo,vivo V50 5G,Rose Red,Flipkart,39999,32999,7000,17,8,128,6.77,6000,5,50,7 Gen 3 Processor,4.5,6154,540
Alcatel,Alcatel V3 Classic,Halo White,Flipkart,17999,10999,7000,38,4,128,6.67,5200,8,50,Dimensity 6300 Processor,4.3,29,8
vivo,vivo Y400 Pro,Freestyle White,Flipkart,29999,24999,5000,16,8,128,6.77,5500,32,50,Dimensity 7300 Processor,4.4,291,14
Infinix,Infinix Note 40,Racing Grey,Flipkart,24999,15999,9000,36,8,256,6.78,5000,32,50,Dimensity 7020 Processor,4.2,12307,1141
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9999,3000,23,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
OPPO,OPPO A3x,Ocean Blue,Flipkart,12999,8999,4000,30,4,64,6.67,5100,5,50,6s 4G Gen1 Processor,4.2,1100,72
Samsung,Samsung M55s,Coral Green,Flipkart,28999,18990,10009,34,8,128,6.7,5000,16,108,6s 4G Gen1 Processor,4.1,160,13
POCO,POCO X6 Neo,Horizon Blue,Flipkart,19999,13990,6009,30,8,128,6.67,5000,16,108,Dimensity 6080 Processor,4.2,42214,3058
OPPO,OPPO F29 Pro,Marble White,Flipkart,32999,25999,7000,21,8,128,6.7,6000,16,50,Dimensity 7300 Processor,4.4,1057,83
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9999,3000,23,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
vivo,vivo Y400 Pro,Freestyle White,Flipkart,29999,24999,5000,16,8,128,6.77,5500,32,50,Dimensity 7300 Processor,4.4,291,14
vivo,vivo Y400 Pro,Freestyle White,Flipkart,29999,24999,5000,16,8,128,6.77,5500,32,50,Dimensity 7300 Processor,4.4,291,14
Samsung,Samsung Galaxy A06,Light Green,Flipkart,12499,9291,3208,25,4,64,6.7,5000,12,50,MEDIATEK Processor,4,789,63
Samsung,Samsung Galaxy Z,Mint,Flipkart,109999,72999,37000,33,12,256,6.7,4000,10,50,Snapdragon 8 Gen 3 Processor,4.5,140,13
vivo,vivo Y58 5G,Sundarbans Green,Flipkart,23999,16979,7020,29,8,128,6.72,6000,8,50,4 Gen 2 Processor,4.4,1202,57
IQOO,IQOO Neo 10,Inferno Red,Flipkart,40999,37590,3409,8,12,256,6.78,7000,12,50,Qualcomm Processor,4.4,77,9
REDMI,REDMI 14C 5G,Stardust Purple,Flipkart,12999,9999,3000,23,4,64,6.88,5160,8,50,4 Gen 2 5G Processor,4.2,4714,250
itel,itel P 55,Mint Green,Flipkart,13499,9190,4309,31,6,128,6.6,5000,8,108,Mediatek Dimensity 6080 Processor,4.1,712,48
Samsung,Samsung Galaxy S23,Phantom Black,Flipkart,149999,78699,71300,47,12,256,6.8,5000,12,12,Qualcomm Snapdragon 8 Gen 2 Processor,4.6,4300,396
Samsung,Samsung Galaxy A06,Light Green,Flipkart,15499,10699,4800,30,4,128,6.7,5000,8,108,Dimensity 6300 Processor,4,789,63
vivo,vivo Y400 Pro,Freestyle White,Flipkart,29999,24999,5000,16,8,128,6.77,5500,32,50,Dimensity 7300 Processor,4.4,291,14
realme,realme Gt 7,Icesense Black,Flipkart,45999,37499,8500,18,8,256,6.78,7000,12,50,Dimensity Processor,4.5,36,4
REDMI,REDMI Note 14,Mystique White,Flipkart,21999,14701,7298,33,6,128,6.67,5110,8,50,Dimensity Processor,4.3,1977,97
IQOO,IQOO Neo 10,Inferno Red,Flipkart,40999,37590,3409,8,12,256,6.78,7000,12,50,Qualcomm Processor,4.4,77,9
vivo,vivo T3 Ultra,Frost Green,Flipkart,35999,27999,8000,22,8,128,6.78,5500,50,50,Dimensity 9200 Processor,4.5,22016,1801
IQOO,IQOO Neo 10,Inferno Red,Flipkart,40999,37590,3409,8,12,256,6.78,7000,12,50,Qualcomm Processor,4.4,77,9
Samsung,Samsung SM 1207,Black,Flipkart,1799,779,1020,56,6,64,1.5,800,8,50,Qualcomm Processor,3.2,5417,315
OnePlus,OnePlus Nord CE4,Celadon Marble,Flipkart,24999,21884,3115,12,8,128,6.7,5500,12,50,OxygenOS 14.0 Processor,4.4,23940,1341
Samsung,Samsung Galaxy A26,Awesome Black,Flipkart,27999,22999,5000,17,8,128,6.7,5000,13,50,Samsung Exynos 1380 Processor,4.1,158,22
LAVA,LAVA Yuva 2,Marble Black,Flipkart,10999,8497,2502,22,4,128,6.67,5000,12,50,Snapdragon 7 Gen 3 Processor,4.3,40,1
OnePlus,OnePlus 13,Black Eclipse,Flipkart,72999,65999,7000,9,12,256,6.82,6000,32,50,Snapdragon 8 Elite Processor,4.5,186,16
realme,realme 14 Pro+,Bikaner Purple,Flipkart,33999,29999,4000,11,8,128,6.83,6000,32,50,7s Gen 3 Mobile Platform Processor,4.4,11228,1493
OPPO,OPPO F29 5G,Glacier Blue,Flipkart,28999,23999,5000,17,8,128,6.7,6500,16,50,6 Gen 1 Processor,4.3,1720,105
realme,realme 14 Pro+,Bikaner Purple,Flipkart,33999,29999,4000,11,8,128,6.83,6000,32,50,7s Gen 3 Mobile Platform Processor,4.4,11228,1493
OPPO,OPPO Reno 12,Matte Brown,Flipkart,43999,32999,11000,25,8,256,6.7,5000,32,50,Dimensity 7300 Energy Processor,4.4,6829,449
OnePlus,OnePlus 13s 5G,Pink Satin,Flipkart,57999,51789,6210,10,12,256,6.32,5850,16,50,Dimensity 7300 Energy Processor,4.5,265,24
Motorola,Motorola Edge 50,Peach Fuzz,Flipkart,64999,44999,20000,30,12,512,6.7,4500,12,50,8s Gen 3 Mobile Platform Processor,4.3,2939,322
MOTOROLA,MOTOROLA Edge 60,Pantone Sparkling Grape,Flipkart,42999,37999,5000,11,16,512,6.7,6000,8,50,Dimensity 8350 Processor,4.4,157,15
OPPO,OPPO K12x 5G,Breeze Blue,Flipkart,16999,12999,4000,23,6,128,6.67,5100,8,50,Dimensity 6300 Processor,4.5,183764,6497
IQOO,IQOO Z9S 5G,Titanium Matte,Flipkart,27999,22470,5529,19,8,256,6.77,5500,16,50,MediaTek Dimensity 7300 5G Processor,4.4,8518,531
Tecno,Tecno Camon 30,Basaltic Dark,Flipkart,32999,23999,9000,27,12,512,6.78,5000,3,12,Dimensity 7020 5G Processor,4,171,13
realme,realme 14 Pro,Jaipur Pink,Flipkart,27999,24999,3000,10,8,128,6.77,6000,16,12,Dimensity 7300 Energy Processor,4.4,10199,842
realme,realme 14 Pro,Jaipur Pink,Flipkart,27999,24999,3000,10,8,128,6.77,6000,16,50,Dimensity 7300 Energy Processor,4.4,10199,842
realme,realme 14 Pro,Jaipur Pink,Flipkart,27999,24999,3000,10,8,128,6.77,6000,16,50,Dimensity 7300 Energy Processor,4.4,10199,842
POCO,POCO C71 -,Desert Gold,Flipkart,8999,5899,3100,34,4,64,6.88,5200,8,50,Unisoc T7250 Processor,3.9,21407,1080
MOTOROLA,MOTOROLA Razr 60,PANTONE Spring Bud,Flipkart,54999,49999,5000,9,8,256,6.9,4500,32,108,Dimensity 7400X Processor,4.5,344,41
REDMI,REDMI A3,Lake Blue,Flipkart,11999,8590,3409,28,6,128,6.71,5000,5,50,Mediatek Helio G36 Processor,4.1,6776,346
REDMI,REDMI Note 14,Mystique White,Flipkart,21999,14701,7298,33,6,128,6.67,5110,12,50,Mediatek Helio G36 Processor,4.3,1977,97
vivo,vivo Y400 Pro,Freestyle White,Flipkart,29999,24999,5000,16,8,128,6.77,5500,32,108,Dimensity 7300 Processor,4.4,291,14
OPPO,OPPO F29 5G,Glacier Blue,Flipkart,28999,23999,5000,17,8,128,6.7,6500,16,50,6 Gen 1 Processor,4.3,1720,105
realme,realme 14 Pro+,Bikaner Purple,Flipkart,33999,29999,4000,11,8,128,6.83,6000,32,12,7s Gen 3 Mobile Platform Processor,4.4,11228,1493
OPPO,OPPO F29 Pro,Marble White,Flipkart,32999,25999,7000,21,8,128,6.7,6000,16,50,Dimensity 7300 Processor,4.4,1057,83
realme,realme 14 Pro+,Bikaner Purple,Flipkart,33999,29999,4000,11,8,128,6.83,6000,32,108,7s Gen 3 Mobile Platform Processor,4.4,11228,1493
realme,realme 14 Pro+,Bikaner Purple,Flipkart,33999,29999,4000,11,8,128,6.83,6000,32,50,7s Gen 3 Mobile Platform Processor,4.4,11228,1493
Samsung,Samsung Galaxy Z,Blue,Flipkart,121999,73999,48000,39,12,512,6.7,4000,10,50,Snapdragon 8 Gen 3 Processor,4.5,140,13
OPPO,OPPO F29 Pro,Marble White,Flipkart,32999,25999,7000,21,8,128,6.7,6000,16,108,Dimensity 7300 Processor,4.4,1057,83
OPPO,OPPO F29 Pro,Marble White,Flipkart,32999,25999,7000,21,8,128,6.7,6000,16,50,Dimensity 7300 Processor,4.4,1057,83
realme,realme 14 Pro,Glass Purple,Flipkart,25999,21999,4000,15,8,128,6.7,5200,32,50,7s Gen2 Processor,4.4,408,24
realme,realme 14 Pro,Glass Purple,Flipkart,25999,21999,4000,15,8,128,6.7,5200,32,50,7s Gen2 Processor,4.4,408,24
Jmax,Jmax LEGEND,NEOW BLUE,Flipkart,9499,3999,5500,57,3,128,6.8,4000,2,0,NA Processor,3,196,25
Tecno,Tecno Pop 9,Aurora Cloud,Flipkart,11999,9499,2500,20,4,128,6.67,5000,8,50,Dimensity 6300 5G Processor,3.9,63,5
OPPO,OPPO A3x 5G,Starlight White,Flipkart,14999,10999,4000,26,4,64,6.67,5100,5,50,Dimensity 6300 Processor,4.2,3233,145
OPPO,OPPO A3x 5G,Starlight White,Flipkart,14999,10999,4000,26,4,64,6.67,5100,5,50,Dimensity 6300 Processor,4.2,3233,145
REDMI,REDMI Note 13,Arctic White,Flipkart,28999,19699,9300,32,8,128,6.67,5100,16,50,7s Gen 2 Mobile Platform 5G Processor,4.3,38315,2994
REDMI,REDMI A5,Just Black,Flipkart,8999,6499,2500,27,3,64,6.88,5200,8,50,T7250 Processor,4.3,2309,116
Samsung,Samsung Galaxy S23,Cream,Flipkart,89999,44999,45000,50,8,128,6.1,3900,12,50,Qualcomm Snapdragon 8 Gen 2 Processor,4.6,79125,5408
OPPO,OPPO A5 Pro,Mocha Brown,Flipkart,21999,17999,4000,18,8,128,6.67,5800,8,50,Dimensity 6300 Processor,4.2,237,8
Samsung,Samsung Galaxy A15,Blue Black,Flipkart,21499,16999,4500,20,8,128,6.5,5000,13,50,Dimensity 6100 Processor,4.3,4081,241
REDMI,REDMI Note-14 Pro+,Phantom Purple,Flipkart,34999,25150,9849,28,8,128,6.67,6200,20,50,7s Gen 3 Processor,4.2,145,7
Motorola,Motorola G62 5G,Frosted Blue,Flipkart,24999,11999,13000,52,8,128,6.67,5000,16,50,Qualcomm Snapdragon 695 5G Processor,4.1,30464,2523
Motorola,Motorola Edge 50,PANTONE Nautical Blue,Flipkart,29999,19999,10000,33,8,256,6.4,4310,32,108,Dimensity 7300 Processor,4.4,28920,2820
LAVA,LAVA Yuva Star,Glossy Black,Flipkart,6999,6249,750,10,4,64,6.75,5000,5,50,Unisoc SC9863A Processor,4,902,55
POCO,POCO F6 5G,Black,Flipkart,35999,23999,12000,33,12,256,6.67,5000,20,108,8s Gen3 Processor,4.3,7760,752
Google,Google Pixel 8a,Aloe,Flipkart,52999,37999,15000,28,8,128,6.1,4404,13,50,Tensor G3 Processor,4.3,7112,581
Samsung,Samsung Galaxy A36,Awesome Black,Flipkart,38999,33999,5000,12,8,256,6.7,5000,12,50,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,960,73
OPPO,OPPO A3x 5G,Starlight White,Flipkart,14999,10999,4000,26,4,64,6.67,5100,5,50,Dimensity 6300 Processor,4.2,3233,145
Xiaomi,Xiaomi 14 CIVI,Cruise Blue,Flipkart,54999,36999,18000,32,8,256,6.55,4700,8,50,8s Gen 3 Mobile Platform Processor,4.3,1469,185
REDMI,REDMI 9 Power,Mighty Black,Flipkart,13999,8775,5224,37,4,64,6.53,6000,8,50,Qualcomm Snapdragon 662 Processor,4.3,245593,16878
CMF,CMF by Nothing,Blue,Flipkart,19999,15999,4000,20,6,128,6.67,5000,16,50,Dimensity 7300 5G Processor,4.4,81541,5613
Apple,Apple iPhone 16,White,Flipkart,109900,99999,9901,9,16,512,6.1,4700,12,50,A18 Chip 6 Core Processor Processor,4.6,19106,793
CMF,CMF by Nothing,Blue,Flipkart,19999,15999,4000,20,6,128,6.67,5000,16,108,Dimensity 7300 5G Processor,4.4,81541,5613
CMF,CMF by Nothing,Blue,Flipkart,19999,15999,4000,20,6,128,6.67,5000,16,50,Dimensity 7300 5G Processor,4.4,81541,5613
Motorola,Motorola e13,Cosmic Black,Flipkart,10999,6999,4000,36,4,64,6.5,5000,5,50,Unisoc T606 Processor,4.1,107533,7789
OnePlus,OnePlus Nord 4,Obsidian Midnight,Flipkart,29999,24990,5009,16,8,128,6.74,5500,16,108,Unisoc T606 Processor,4.5,3748,233
Samsung,Samsung Guru1200,Black,Flipkart,1800,791,1009,56,4,64,1.8,800,12,50,Unisoc T606 Processor,3,1596,137
itel,itel A80,Sandstone Black,Flipkart,8999,6849,2150,23,4,128,6.7,5000,8,12,Unisoc T606 Processor,4.2,331,17
Google,Google Pixel 9,Obsidian,Flipkart,172999,129999,43000,24,16,256,6.3,4650,10,50,Google Tensor G4 Processor,4.6,154,14
hmd,hmd Crest Max,Aqua Green,Flipkart,22499,11999,10500,46,8,256,6.9,5000,12,64,Dimensity 7300 Energy Processor,4,133,20
IQOO,IQOO Z10 5G,Stellar Black / Black,Flipkart,29999,26990,3009,10,12,256,6.7,7300,16,50,Dimensity 7300 Energy Processor,4.4,530,37
realme,realme 14 Pro,Jaipur Pink,Flipkart,27999,24999,3000,10,8,128,6.77,6000,16,108,Dimensity 7300 Energy Processor,4.4,10199,842
realme,realme 14 Pro,Jaipur Pink,Flipkart,27999,24999,3000,10,8,128,6.77,6000,16,50,Dimensity 7300 Energy Processor,4.4,10199,842
vivo,vivo V50 5G,Rose Red,Flipkart,50999,39999,11000,21,12,512,6.77,6000,16,50,7 Gen 3 Processor,4.5,192,15
Samsung,Samsung Galaxy Z,Blue,Flipkart,109999,71999,38000,34,12,256,6.7,4000,10,50,Snapdragon 8 Gen 3 Processor,4.5,140,13
Samsung,Samsung M55s,Thunder Black,Flipkart,28999,18986,10013,34,8,128,6.7,5000,12,50,snapdragon Processor,4.1,160,13
Xiaomi,Xiaomi 14 CIVI,Cruise Blue,Flipkart,59999,38999,21000,35,12,512,6.55,4700,16,108,8s Gen 3 Mobile Platform Processor,4.4,754,68
LAVA,LAVA Yuva Star,Glossy Black,Flipkart,6999,6249,750,10,4,64,6.75,5000,5,50,Unisoc SC9863A Processor,4,902,55
vivo,vivo Y58 5G,Sundarbans Green,Flipkart,23999,16575,7424,30,8,128,6.72,6000,8,12,4 Gen 2 Processor,4.4,1202,57
realme,realme 14 Pro+,Bikaner Purple,Flipkart,33999,29999,4000,11,8,128,6.83,6000,32,50,7s Gen 3 Mobile Platform Processor,4.4,11228,1493
realme,realme NARZO N65,AMBER GOLD,Flipkart,13999,10452,3547,25,4,128,6.67,5000,16,50,7s Gen 3 Mobile Platform Processor,4.3,1779,95
POCO,POCO C71 -,Cool Blue,Flipkart,8999,5899,3100,34,4,64,6.88,5200,8,50,Unisoc T7250 Processor,3.9,21407,1080
OPPO,OPPO A17k,Navy Blue,Flipkart,12999,8499,4500,34,3,64,6.56,5000,5,50,Mediatek Helio P35 Processor,4.5,16315,386
Samsung,Samsung Galaxy A36,Awesome Lavender,Flipkart,38999,33999,5000,12,8,256,6.7,5000,12,50,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,960,73
REDMI,REDMI Note 14,Spectre Blue,Flipkart,34999,27999,7000,20,8,128,6.67,6200,20,108,7s Gen 3 Processor,4.3,2159,205
REDMI,REDMI Note 13,Purple,Flipkart,20999,17899,3100,14,6,128,6.67,5000,16,108,Dimensity 6080 Processor,4.2,30637,1768
