Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
apple,iphone 16e,white,flipkart,59900,54900,5000,8,16,128,6.1,4300,12,50,a18 chip 6 core processor,4.6,1409,95
realme,p3 pro,saturn brown,flipkart,28999,19999,9000,31,8,128,6.83,6000,16,20,7s gen 3 mobile platform processor,4.5,4520,650
realme,p3 pro,saturn brown,flipkart,28999,19999,9000,31,8,128,6.83,6000,16,32,7s gen 3 mobile platform processor,4.4,6148,536
samsung,galaxy a06,black,flipkart,11499,7690,3809,33,4,64,6.7,5000,8,50,mediatek helio g85 processor,4.1,157,13
poco,x7 5g,glacier green,flipkart,27999,17999,10000,35,8,256,6.67,5500,20,50,dimensity 7300 ultra processor,4.3,13142,1155
alcatel,alcatel v3 classic,halo white,flipkart,17999,10999,7000,38,4,128,6.67,5200,8,50,dimensity 6300 processor,4.3,29,8
iqoo,z10 5g,glacier silver / silver,flipkart,25999,21061,4938,18,8,128,6.7,7300,12,32,dimensity 6300 processor,4.4,2045,114
apple,iphone 16,white,flipkart,99900,89999,9901,9,16,256,6.7,4700,12,50,a18 chip 6 core processor processor,4.6,3067,171
motorola,razr 60,pantone gibraltar sea,flipkart,54999,49999,5000,9,8,256,6.9,4500,32,50,dimensity 7400x processor,4.5,344,41
oppo,a3x,ocean blue,flipkart,12999,8999,4000,30,4,64,6.67,5100,5,50,6s 4g gen1 processor,4.2,1100,72
infinix,smart 9,mint green,flipkart,8999,6699,2300,25,3,64,6.7,5000,8,50,mediatek helio g50 processor,4.2,3286,225
redmi,a3x,ocean green,flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,mediatek helio g50 processor,4.1,9774,433
poco,x7 pro,nebula green,flipkart,31999,22999,9000,28,8,256,6.67,6550,20,50,dimensity d8400 ultra processor,4.3,8288,1153
poco,x7 5g,cosmic silver,flipkart,27999,17999,10000,35,8,256,6.67,5500,12,50,dimensity 7300 ultra processor,4.3,13142,1155
realme,p1 speed,brushed blue,flipkart,20999,14989,6010,28,8,128,6.67,5000,16,20,dimensity 7300 energy processor,4.3,2672,275
samsung,galaxy a16,gold,flipkart,19999,15480,4519,22,6,128,6.7,5000,13,32,dimensity 6300 processor,4.2,2475,112
iqoo,z10 5g,glacier silver / silver,flipkart,29999,26500,3499,11,12,256,6.7,7300,12,50,dimensity 6300 processor,4.4,530,37
redmi,a3x,ocean green,flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,unisoc t107 processor,4.1,9774,433
samsung,sm 1207,black,flipkart,1599,790,809,50,6,64,6.6,5000,12,108,unisoc t107 processor,3.2,5417,315
samsung,galaxy a06,light gray,flipkart,15499,10099,5400,34,4,128,6.7,5000,8,50,mediatek processor,4,789,63
lava,yuva star,glossy black,flipkart,6999,6249,750,10,4,64,6.75,5000,5,50,unisoc sc9863a processor,4,902,55
oppo,reno14 pro,pearl white,flipkart,54999,49999,5000,9,12,256,6.83,6200,12,32,dimensity 8450 processor,4.5,524,78
realme,c73 5g,jade green,flipkart,13999,11499,2500,17,4,128,6.67,6000,8,50,dimensity 6300 processor,4.3,508,17
samsung,galaxy f06,bahama blue,flipkart,12499,8199,4300,34,4,64,6.7,5000,8,50,dimensity 6300 processor,4.1,17201,1184
infinix,hot 50,dreamy purple,flipkart,12999,9999,3000,23,4,128,6.7,5000,8,50,dimensity 6300 processor,4.3,5608,418
apple,iphone 16e,white,flipkart,69900,64900,5000,7,12,256,6.1,4700,12,108,a18 chip 6 core processor,4.6,1409,95
apple,iphone 14,starlight,flipkart,69900,62990,6910,9,16,256,6.1,4700,12,32,a15 bionic chip 6 core processor processor,4.6,313551,11692
poco,f7 5g,frost white,flipkart,37999,33999,4000,10,12,512,6.83,7550,20,108,8s gen 4 processor,4.4,5646,699
samsung,galaxy a55,awesome navy,flipkart,45999,28640,17359,37,8,256,6.6,5000,32,108,exynos 1480 processor,4.4,2011,154
samsung,galaxy a16,gold,flipkart,19999,15480,4519,22,6,128,6.7,5000,13,20,dimensity 6300 processor,4.2,2475,112
samsung,galaxy f06,lit violet,flipkart,15499,9999,5500,35,6,128,6.7,5000,8,50,dimensity 6300 processor,4.1,7433,541
samsung,galaxy a36,awesome black,flipkart,35999,30999,5000,13,8,128,6.7,5000,12,20,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
redmi,note 14,mystique white,flipkart,21999,14701,7298,33,6,128,6.67,5110,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,1977,97
samsung,galaxy a16,light green,flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,dimensity 6300 processor,4.2,2475,112
oppo,a3x 5g,starlight white,flipkart,14999,10999,4000,26,4,64,6.67,5100,5,50,dimensity 6300 processor,4.2,3233,145
tecno,pova curve,neon cyan,flipkart,18999,15999,3000,15,6,128,6.78,5500,13,50,dimensity 7300 ultimate processor,4.3,804,117
tecno,pova curve,neon cyan,flipkart,18999,15999,3000,15,6,128,6.78,5500,13,20,dimensity 7300 ultimate processor,4.3,804,117
samsung,galaxy a36,awesome black,flipkart,41999,36999,5000,11,12,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,121,11
samsung,galaxy a06,light gray,flipkart,11999,9319,2680,22,4,64,6.7,5000,16,50,mediatek processor,4,789,63
realme,14t 5g,obsidian black,flipkart,20999,17999,3000,14,8,128,6.67,6000,16,20,dimensity 6300 processor,4.2,1092,101
samsung,galaxy a56,awesome olive,flipkart,45999,38999,7000,15,8,128,6.7,5000,12,108,samsng exynos 1580 processor,4.3,359,28
samsung,galaxy f16,bling black,flipkart,18999,13499,5500,28,8,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2075,150
motorola,g64 5g,mint green,flipkart,19999,15999,4000,20,12,256,6.5,6000,16,50,dimensity 7025 processor,4.2,85325,5457
poco,c61,diamond dust black,flipkart,8999,6990,2009,22,4,64,6.71,5000,5,50,helio g36 processor,4.1,110043,4655
vivo,v50 5g,rose red,flipkart,39999,32999,7000,17,8,128,6.77,6000,16,108,7 gen 3 processor,4.5,6154,540
samsung,guru music,black,flipkart,1999,990,1009,50,6,64,1.8,800,8,50,8 gen 3 processor,3.1,16817,1264
vivo,v50 5g,rose red,flipkart,39999,32999,7000,17,8,128,6.77,6000,12,50,7 gen 3 processor,4.5,6154,540
samsung,galaxy m16,thunder black,flipkart,13999,11933,2066,14,4,128,6.7,5000,16,50,8 gen 3 processor,4.1,203,6
motorola,a50v dual,gold,flipkart,1849,1499,350,18,4,64,1.8,1750,13,50,snapdragon 7 gen 3 processor,4.1,1339,71
honor,200 5g,black,flipkart,39999,22489,17510,43,8,256,6.7,5200,12,108,snapdragon 7 gen 3 processor,4.4,142,13
samsung,galaxy f16,glam green,flipkart,18999,13499,5500,28,8,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2075,150
itel,itel a80,sandstone black,flipkart,8999,6849,2150,23,4,128,6.7,5000,16,50,dimensity 6300 processor,4.2,331,17
tecno,spark go,magic skin green,flipkart,8599,6899,1700,19,3,64,6.67,5000,8,50,unisoc t61 processor,4.3,1407,69
realme,c63 5g,forest green,flipkart,12999,10999,2000,15,4,128,6.67,5000,12,108,dimensity 6300 processor,4.4,6704,266
xiaomi,xiaomi 14 civi,panda white,flipkart,59999,39999,20000,33,12,512,6.55,4700,13,50,8s gen 3 mobile platform processor,4.4,754,68
lava,shark,titanium gold,flipkart,7799,7296,503,6,4,256,6.67,5000,12,50,unisoc t606 octa-core processor processor,4.2,30,0
oppo,reno14 pro,pearl white,flipkart,54999,49999,5000,9,12,256,6.83,6200,13,50,dimensity 8450 processor,4.5,524,78
itel,itel a80,sandstone black,flipkart,8999,6849,2150,23,4,128,6.7,5000,8,50,dimensity 8450 processor,4.2,331,17
redmi,13 5g,orchid pink,flipkart,17999,12499,5500,30,6,128,6.79,5030,13,50,4 gen 2 ae processor,4.2,42234,2172
iqoo,z10 5g,stellar black / black,flipkart,27999,23551,4448,15,8,256,6.77,7300,8,50,5 gen 2 ae processor,4.4,2045,114
samsung,b310ed,white,flipkart,1599,990,609,38,6,128,2.4,850,12,50,6 gen 2 ae processor,3.2,391,27
tecno,pop 9,aurora cloud,flipkart,11999,9499,2500,20,4,128,6.67,5000,8,50,dimensity 6300 5g processor,3.9,63,5
poco,x7 pro,yellow,flipkart,33999,24999,9000,26,12,256,6.67,6550,20,108,dimensity d8400 ultra processor,4.4,4609,577
realme,c63 5g,forest green,flipkart,12999,10999,2000,15,4,128,6.67,5000,8,50,dimensity 6300 processor,4.4,6704,266
samsung,galaxy m16,thunder black,flipkart,13999,11933,2066,14,4,128,6.7,5000,8,50,9 gen 3 processor,4.1,203,6
realme,70 turbo,turbo green,flipkart,19999,14760,5239,26,6,128,6.67,5000,8,50,segment's fastest dimensity 7300 energy 5g chipset processor,4.3,5488,430
poco,c71,desert gold,flipkart,8999,6399,2600,28,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
samsung,galaxy a06,black,flipkart,11999,9277,2722,22,4,64,6.7,5000,8,50,dimensity 6300 processor,4,789,63
samsung,galaxy a56,awesome olive,flipkart,52999,44999,8000,15,12,256,6.7,5000,12,50,samsung exynos 1580 processor,4.4,213,21
realme,70 turbo,turbo green,flipkart,19999,14760,5239,26,6,128,6.67,5000,12,50,segment's fastest dimensity 7300 energy 5g chipset processor,4.3,5488,430
iqoo,neo 10,inferno red,flipkart,36999,33242,3757,10,8,128,6.78,7000,8,50,qualcomm sd processor,4.5,162,14
apple,iphone 15,blue,flipkart,79900,74900,5000,6,12,256,6.1,4300,12,108,a16 bionic chip 6 core processor processor,4.6,262580,9397
vivo,v50e 5g,pearl white,flipkart,33999,28999,5000,14,8,128,6.77,5600,12,108,dimensity 7300 processor,4.4,1486,98
vivo,v50e 5g,pearl white,flipkart,33999,28999,5000,14,8,128,6.77,5600,13,50,dimensity 7300 processor,4.4,1486,98
oppo,f29 5g,glacier blue,flipkart,28999,23999,5000,17,8,128,6.7,6500,16,50,6 gen 1 processor,4.3,1720,105
tecno,spark go,magic skin green,flipkart,8599,6899,1700,19,3,64,6.67,5000,8,32,unisoc t61 processor,4.3,1407,69
honor,200 5g,black,flipkart,39999,22489,17510,43,8,256,6.7,5200,12,50,snapdragon 7 gen 3 processor,4.4,142,13
motorola,g64 5g,ice lilac,flipkart,17999,13999,4000,22,8,128,6.5,6000,16,50,dimensity 7025 processor,4.3,60363,3762
vivo,v50 5g,rose red,flipkart,39999,32999,7000,17,8,128,6.77,6000,16,50,7 gen 3 processor,4.5,6154,540
redmi,14c 5g,stardust purple,flipkart,12999,9499,3500,26,4,64,6.88,5160,8,50,4 gen 2 5g processor,4.2,4714,250
redmi,14c 5g,stardust purple,flipkart,12999,9499,3500,26,4,64,6.88,5160,8,32,4 gen 2 5g processor,4.2,4714,250
tecno,camon 30,basaltic dark,flipkart,32999,23999,9000,27,12,512,6.78,5000,8,50,dimensity 7020 5g processor,4,171,13
samsung,galaxy a55,awesome navy,flipkart,48999,34490,14509,29,12,256,6.6,5000,32,50,samsung exynos 1480 processor,4.3,507,40
iqoo,z9x,tornado green,flipkart,18999,13790,5209,27,6,128,6.72,6000,8,50,qualcomm sm6450 snapdragon 6 gen 1 processor,4.4,10267,514
poco,m7 5g,mint green,flipkart,13999,10299,3700,26,8,128,6.88,5160,8,20,4 gen 2 5g processor,4.2,5232,314
samsung,galaxy s24+,onyx black,flipkart,99999,59999,40000,40,12,256,6.7,4900,12,50,exynos 2400 processor,4.5,11203,856
vivo,v50e 5g,pearl white,flipkart,33999,28999,5000,14,8,128,6.77,5600,16,50,dimensity 7300 processor,4.4,1486,98
samsung,galaxy s24,amber yellow,flipkart,74999,46999,28000,37,8,128,6.2,4000,12,50,exynos 2400 processor,4.6,6901,390
motorola,g85 5g,cobalt blue,flipkart,22999,17999,5000,21,12,256,6.67,5000,32,50,6s gen 3 processor,4.4,79386,4451
redmi,14c 5g,stardust purple,flipkart,13999,10000,3999,28,4,128,6.88,5160,8,50,4 gen 2 5g processor,4.2,4714,250
realme,c61,marble black,flipkart,8999,7699,1300,14,4,64,6.745,5000,5,108,t612 processor,4.4,9818,322
iqoo,z9s 5g,titanium matte,flipkart,27999,22470,5529,19,8,256,6.77,5500,12,50,mediatek dimensity 7300 5g processor,4.4,8518,531
realme,14 pro,glass purple,flipkart,25999,21999,4000,15,8,128,6.7,5200,32,50,7s gen2 processor,4.4,408,24
samsung,galaxy a16,blue black,flipkart,19999,15999,4000,20,6,128,6.7,5000,13,50,dimensity 6300 processor,4.2,2475,112
infinix,note 40,racing grey,flipkart,24999,15999,9000,36,8,256,6.78,5000,32,108,dimensity 7020 processor,4.2,12307,1141
itel,itel zeno 10,phantom crystal,flipkart,7399,6115,1284,17,4,64,6.6,5000,2,50,dimensity 7020 processor,4.2,21,0
poco,x6 neo,astral black,flipkart,19999,13990,6009,30,8,128,6.67,5000,16,50,dimensity 6080 processor,4.2,42214,3058
karbonn,karbonn kx29 ds,grey blue,flipkart,1790,1458,332,18,6,32,2.4,2700,8,50,dimensity 6080 processor,3.7,2532,163
poco,c71,power black,flipkart,8999,6399,2600,28,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
apple,iphone 15,pink,flipkart,89900,81999,7901,8,16,256,6.7,4300,12,108,a16 bionic chip 6 core processor processor,4.6,45792,2571
apple,iphone 14,blue,flipkart,69900,62990,6910,9,16,256,6.1,4300,12,108,a15 bionic chip 6 core processor processor,4.6,313551,11692
samsung,galaxy a56,awesome graphite,flipkart,48999,41999,7000,14,8,256,6.7,5000,12,50,samsung exynos 1580 processor,4.3,359,28
motorola,edge 50,jungle green,flipkart,32999,21999,11000,33,8,256,6.67,5000,32,128,snapdragon 7 gen 1 accelerated edition processor,4.3,37910,2824
vivo,v50e 5g,pearl white,flipkart,33999,28999,5000,14,8,128,6.77,5600,12,50,dimensity 7300 processor,4.4,1486,98
vivo,t3 ultra,frost green,flipkart,35999,27999,8000,22,8,128,6.78,5500,13,50,dimensity 7300 processor,4.5,22016,1801
tecno,camon 20,serenity blue,flipkart,24999,15399,9600,38,8,128,6.67,5000,32,20,mediatek dimensity 8050 processor,4.1,841,95
samsung,m06 5g,blazing black,flipkart,13999,10390,3609,25,4,128,6.7,5000,8,50,snapdragon 7 gen 3 processor,3.9,270,30
motorola,a10v ds,teal blue,flipkart,1499,999,500,33,4,64,1.8,800,8,50,snapdragon 7 gen 3 processor,4.1,7845,501
motorola,g04s,satin blue,flipkart,9999,7299,2700,27,4,64,6.6,5000,8,32,t606 processor,4.2,29839,1642
apple,iphone 15,black,flipkart,79900,74900,5000,6,16,256,6.1,4300,12,20,a16 bionic chip 6 core processor processor,4.6,262580,9397
redmi,a3,olive green,flipkart,11999,8490,3509,29,6,128,6.71,5000,5,50,mediatek helio g36 processor,4.1,6776,346
realme,14 pro,glass purple,flipkart,25999,21999,4000,15,8,128,6.7,5200,32,108,7s gen2 processor,4.4,408,24
samsung,sm-b310ezddins,black,flipkart,1999,928,1071,53,4,64,1.8,800,8,50,7s gen2 processor,3.2,8049,517
google,pixel 9,peony,flipkart,79999,64999,15000,18,12,256,6.3,4700,5,50,google tensor g4 processor,4.5,3198,316
vivo,t3 lite,vibrant green,flipkart,14499,10499,4000,27,4,128,6.56,5000,8,108,dimensity 6300 processor,4.4,70298,2338
redmi,9i sport,coral green,flipkart,9999,9500,499,4,4,512,6.53,5000,5,50,mediatek helio g25 processor,4.3,270336,14927
realme,13 pro+,emerald green,flipkart,36999,25999,11000,29,8,256,6.7,5200,32,108,snapdragon 7s gen2 processor,4.4,15033,1523
realme,narzo 80,speed silver,flipkart,23999,18122,5877,24,8,128,6.7,6000,12,50,snapdragon 7s gen2 processor,4.4,307,13
apple,iphone 16,teal,flipkart,99900,89999,9901,9,12,256,6.7,4700,12,50,a18 chip 6 core processor processor,4.6,3067,171
samsung,galaxy m35,moonlight blue,flipkart,27499,26990,509,1,8,256,6.6,6000,32,50,snapdragon 7 gen 3 processor,4.3,3633,249
vivo,t3 ultra,frost green,flipkart,35999,27999,8000,22,8,128,6.78,5500,32,108,dimensity 9200 processor,4.5,22016,1801
motorola,g34 5g,charcoal black,flipkart,14999,11999,3000,20,8,128,6.5,5000,16,50,snapdragon 695 5g processor,4.2,146858,10026
apple,iphone 14,blue,flipkart,59900,52990,6910,11,16,128,6.1,4300,12,50,a15 bionic chip 6 core processor processor,4.6,313551,11692
google,pixel 8,bay,flipkart,106999,59999,47000,43,12,128,6.7,5050,5,50,tensor g3 processor,4.4,1218,134
google,pixel 8,bay,flipkart,106999,59999,47000,43,12,128,6.7,5050,5,108,tensor g3 processor,4.4,1218,134
vivo,v50 5g,rose red,flipkart,39999,32999,7000,17,8,128,6.77,6000,5,50,7 gen 3 processor,4.5,6154,540
vivo,y400 pro,freestyle white,flipkart,29999,24999,5000,16,8,128,6.77,5500,32,50,dimensity 7300 processor,4.4,291,14
infinix,note 40,racing grey,flipkart,24999,15999,9000,36,8,256,6.78,5000,32,50,dimensity 7020 processor,4.2,12307,1141
redmi,14c 5g,stardust purple,flipkart,12999,9999,3000,23,4,64,6.88,5160,8,50,4 gen 2 5g processor,4.2,4714,250
samsung,m55s,coral green,flipkart,28999,18990,10009,34,8,128,6.7,5000,16,108,6s 4g gen1 processor,4.1,160,13
poco,x6 neo,horizon blue,flipkart,19999,13990,6009,30,8,128,6.67,5000,16,108,dimensity 6080 processor,4.2,42214,3058
oppo,f29 pro,marble white,flipkart,32999,25999,7000,21,8,128,6.7,6000,16,50,dimensity 7300 processor,4.4,1057,83
samsung,galaxy a06,light green,flipkart,12499,9291,3208,25,4,64,6.7,5000,12,50,mediatek processor,4,789,63
samsung,galaxy z,mint,flipkart,109999,72999,37000,33,12,256,6.7,4000,10,50,snapdragon 8 gen 3 processor,4.5,140,13
vivo,y58 5g,sundarbans green,flipkart,23999,16979,7020,29,8,128,6.72,6000,8,50,4 gen 2 processor,4.4,1202,57
iqoo,neo 10,inferno red,flipkart,40999,37590,3409,8,12,256,6.78,7000,12,50,qualcomm processor,4.4,77,9
itel,itel p 55,mint green,flipkart,13499,9190,4309,31,6,128,6.6,5000,8,108,mediatek dimensity 6080 processor,4.1,712,48
samsung,galaxy s23,phantom black,flipkart,149999,78699,71300,47,12,256,6.8,5000,12,12,qualcomm snapdragon 8 gen 2 processor,4.6,4300,396
samsung,galaxy a06,light green,flipkart,15499,10699,4800,30,4,128,6.7,5000,8,108,dimensity 6300 processor,4,789,63
realme,gt 7,icesense black,flipkart,45999,37499,8500,18,8,256,6.78,7000,12,50,dimensity processor,4.5,36,4
redmi,note 14,mystique white,flipkart,21999,14701,7298,33,6,128,6.67,5110,8,50,dimensity processor,4.3,1977,97
vivo,t3 ultra,frost green,flipkart,35999,27999,8000,22,8,128,6.78,5500,50,50,dimensity 9200 processor,4.5,22016,1801
samsung,sm 1207,black,flipkart,1799,779,1020,56,6,64,1.5,800,8,50,qualcomm processor,3.2,5417,315
oneplus,nord ce4,celadon marble,flipkart,24999,21884,3115,12,8,128,6.7,5500,12,50,oxygenos 14.0 processor,4.4,23940,1341
samsung,galaxy a26,awesome black,flipkart,27999,22999,5000,17,8,128,6.7,5000,13,50,samsung exynos 1380 processor,4.1,158,22
lava,yuva 2,marble black,flipkart,10999,8497,2502,22,4,128,6.67,5000,12,50,snapdragon 7 gen 3 processor,4.3,40,1
oneplus,13,black eclipse,flipkart,72999,65999,7000,9,12,256,6.82,6000,32,50,snapdragon 8 elite processor,4.5,186,16
realme,14 pro+,bikaner purple,flipkart,33999,29999,4000,11,8,128,6.83,6000,32,50,7s gen 3 mobile platform processor,4.4,11228,1493
oppo,reno 12,matte brown,flipkart,43999,32999,11000,25,8,256,6.7,5000,32,50,dimensity 7300 energy processor,4.4,6829,449
oneplus,13s 5g,pink satin,flipkart,57999,51789,6210,10,12,256,6.32,5850,16,50,dimensity 7300 energy processor,4.5,265,24
motorola,edge 50,peach fuzz,flipkart,64999,44999,20000,30,12,512,6.7,4500,12,50,8s gen 3 mobile platform processor,4.3,2939,322
motorola,edge 60,pantone sparkling grape,flipkart,42999,37999,5000,11,16,512,6.7,6000,8,50,dimensity 8350 processor,4.4,157,15
iqoo,z9s 5g,titanium matte,flipkart,27999,22470,5529,19,8,256,6.77,5500,16,50,mediatek dimensity 7300 5g processor,4.4,8518,531
tecno,camon 30,basaltic dark,flipkart,32999,23999,9000,27,12,512,6.78,5000,3,12,dimensity 7020 5g processor,4,171,13
realme,14 pro,jaipur pink,flipkart,27999,24999,3000,10,8,128,6.77,6000,16,12,dimensity 7300 energy processor,4.4,10199,842
realme,14 pro,jaipur pink,flipkart,27999,24999,3000,10,8,128,6.77,6000,16,50,dimensity 7300 energy processor,4.4,10199,842
poco,c71 -,desert gold,flipkart,8999,5899,3100,34,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
motorola,razr 60,pantone spring bud,flipkart,54999,49999,5000,9,8,256,6.9,4500,32,108,dimensity 7400x processor,4.5,344,41
redmi,a3,lake blue,flipkart,11999,8590,3409,28,6,128,6.71,5000,5,50,mediatek helio g36 processor,4.1,6776,346
redmi,note 14,mystique white,flipkart,21999,14701,7298,33,6,128,6.67,5110,12,50,mediatek helio g36 processor,4.3,1977,97
vivo,y400 pro,freestyle white,flipkart,29999,24999,5000,16,8,128,6.77,5500,32,108,dimensity 7300 processor,4.4,291,14
realme,14 pro+,bikaner purple,flipkart,33999,29999,4000,11,8,128,6.83,6000,32,12,7s gen 3 mobile platform processor,4.4,11228,1493
realme,14 pro+,bikaner purple,flipkart,33999,29999,4000,11,8,128,6.83,6000,32,108,7s gen 3 mobile platform processor,4.4,11228,1493
samsung,galaxy z,blue,flipkart,121999,73999,48000,39,12,512,6.7,4000,10,50,snapdragon 8 gen 3 processor,4.5,140,13
oppo,f29 pro,marble white,flipkart,32999,25999,7000,21,8,128,6.7,6000,16,108,dimensity 7300 processor,4.4,1057,83
jmax,jmax legend,neow blue,flipkart,9499,3999,5500,57,3,128,6.8,4000,2,0,na processor,3,196,25
redmi,note 13,arctic white,flipkart,28999,19699,9300,32,8,128,6.67,5100,16,50,7s gen 2 mobile platform 5g processor,4.3,38315,2994
samsung,galaxy s23,cream,flipkart,89999,44999,45000,50,8,128,6.1,3900,12,50,qualcomm snapdragon 8 gen 2 processor,4.6,79125,5408
oppo,a5 pro,mocha brown,flipkart,21999,17999,4000,18,8,128,6.67,5800,8,50,dimensity 6300 processor,4.2,237,8
samsung,galaxy a15,blue black,flipkart,21499,16999,4500,20,8,128,6.5,5000,13,50,dimensity 6100 processor,4.3,4081,241
redmi,note-14 pro+,phantom purple,flipkart,34999,25150,9849,28,8,128,6.67,6200,20,50,7s gen 3 processor,4.2,145,7
motorola,g62 5g,frosted blue,flipkart,24999,11999,13000,52,8,128,6.67,5000,16,50,qualcomm snapdragon 695 5g processor,4.1,30464,2523
motorola,edge 50,pantone nautical blue,flipkart,29999,19999,10000,33,8,256,6.4,4310,32,108,dimensity 7300 processor,4.4,28920,2820
poco,f6 5g,black,flipkart,35999,23999,12000,33,12,256,6.67,5000,20,108,8s gen3 processor,4.3,7760,752
google,pixel 8a,aloe,flipkart,52999,37999,15000,28,8,128,6.1,4404,13,50,tensor g3 processor,4.3,7112,581
samsung,galaxy a36,awesome black,flipkart,38999,33999,5000,12,8,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
xiaomi,xiaomi 14 civi,cruise blue,flipkart,54999,36999,18000,32,8,256,6.55,4700,8,50,8s gen 3 mobile platform processor,4.3,1469,185
redmi,9 power,mighty black,flipkart,13999,8775,5224,37,4,64,6.53,6000,8,50,qualcomm snapdragon 662 processor,4.3,245593,16878
cmf,phone 1,blue,flipkart,19999,15999,4000,20,6,128,6.67,5000,16,50,dimensity 7300 5g processor,4.4,81541,5613
cmf,watch pro 2,blue,flipkart,19999,15999,4000,20,6,128,6.67,5000,16,108,dimensity 7300 5g processor,4.4,81541,5613
motorola,e13,cosmic black,flipkart,10999,6999,4000,36,4,64,6.5,5000,5,50,unisoc t606 processor,4.1,107533,7789
oneplus,nord 4,obsidian midnight,flipkart,29999,24990,5009,16,8,128,6.74,5500,16,108,unisoc t606 processor,4.5,3748,233
samsung,guru1200,black,flipkart,1800,791,1009,56,4,64,1.8,800,12,50,unisoc t606 processor,3,1596,137
itel,itel a80,sandstone black,flipkart,8999,6849,2150,23,4,128,6.7,5000,8,12,unisoc t606 processor,4.2,331,17
hmd,hmd crest max,aqua green,flipkart,22499,11999,10500,46,8,256,6.9,5000,12,64,dimensity 7300 energy processor,4,133,20
iqoo,z10 5g,stellar black / black,flipkart,29999,26990,3009,10,12,256,6.7,7300,16,50,dimensity 7300 energy processor,4.4,530,37
realme,14 pro,jaipur pink,flipkart,27999,24999,3000,10,8,128,6.77,6000,16,108,dimensity 7300 energy processor,4.4,10199,842
vivo,v50 5g,rose red,flipkart,50999,39999,11000,21,12,512,6.77,6000,16,50,7 gen 3 processor,4.5,192,15
samsung,galaxy z,blue,flipkart,109999,71999,38000,34,12,256,6.7,4000,10,50,snapdragon 8 gen 3 processor,4.5,140,13
samsung,m55s,thunder black,flipkart,28999,18986,10013,34,8,128,6.7,5000,12,50,snapdragon processor,4.1,160,13
xiaomi,xiaomi 14 civi,cruise blue,flipkart,59999,38999,21000,35,12,512,6.55,4700,16,108,8s gen 3 mobile platform processor,4.4,754,68
vivo,y58 5g,sundarbans green,flipkart,23999,16575,7424,30,8,128,6.72,6000,8,12,4 gen 2 processor,4.4,1202,57
realme,narzo n65,amber gold,flipkart,13999,10452,3547,25,4,128,6.67,5000,16,50,7s gen 3 mobile platform processor,4.3,1779,95
poco,c71 -,cool blue,flipkart,8999,5899,3100,34,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
oppo,a17k,navy blue,flipkart,12999,8499,4500,34,3,64,6.56,5000,5,50,mediatek helio p35 processor,4.5,16315,386
samsung,galaxy a36,awesome lavender,flipkart,38999,33999,5000,12,8,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
redmi,note 14,spectre blue,flipkart,34999,27999,7000,20,8,128,6.67,6200,20,108,7s gen 3 processor,4.3,2159,205
redmi,note 13,purple,flipkart,20999,17899,3100,14,6,128,6.67,5000,16,108,dimensity 6080 processor,4.2,30637,1768
poco,c61,mystical green,flipkart,8999,6990,2009,22,4,64,6.71,5000,5,108,helio g36 processor,4.1,110043,4655
itel,itel color pro,river blue,flipkart,13499,9590,3909,28,6,128,6.6,5000,8,50,dimensity 6080 processor,4.3,192,18
poco,m7 pro,lunar dust,flipkart,20999,14999,6000,28,8,256,6.67,5110,20,50,dimensity 7025 ultra processor,4.2,6921,707
honor,200 5g,black,flipkart,39999,22489,17510,43,8,256,6.7,5200,16,50,snapdragon 7 gen 3 processor,4.4,142,13
vivo,y19 5g,majestic green,flipkart,13999,10499,3500,25,4,64,6.74,5500,5,50,dimensity 6300 processor,4.3,999,43
tecno,spark 30c,aurora cloud,flipkart,11999,9999,2000,16,4,64,6.67,5000,8,50,dimensity 6300 5g processor,4.1,824,42
tecno,spark 30c,azure sky,flipkart,11999,9999,2000,16,4,64,6.67,5000,8,5,dimensity 6300 5g processor,4.1,824,42
tecno,spark 30c,azure sky,flipkart,11999,9999,2000,16,4,64,6.67,5000,8,50,dimensity 6300 5g processor,4.1,824,42
vivo,y19 5g,majestic green,flipkart,13999,10499,3500,25,4,64,6.74,5500,5,108,dimensity 6300 processor,4.3,999,43
oneplus,nord 4,obsidian midnight,flipkart,29999,24990,5009,16,8,128,6.74,5500,16,50,sc6531e processor,4.5,3748,233
