Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
redmi,13 5g,orchid pink,flipkart,17999,11967,6032,33,6,128,6.79,5030,16,50,qualcomm sm4450 snapdragon 4 gen 2 ae 4 nm processor,4.2,42234,2172
samsung,guru music,blue,flipkart,1999,948,1051,52,8,128,1.8,800,8,108,qualcomm sm4450 snapdragon 4 gen 2 ae 4 nm processor,3.1,16817,1264
motorola,edge 50,marshmallow blue,flipkart,25999,18999,7000,26,8,128,6.7,5000,32,50,7s gen 2 processor,4.4,129175,8373
poco,m7 pro,lunar dust,flipkart,18999,12999,6000,31,6,128,6.67,5110,20,12,dimensity 7025 ultra processor,4.3,17015,1472
tecno,spark go,turquoise green,flipkart,8499,6699,1800,21,3,64,6.67,5000,12,13,t7250 processor,4.3,1200,1430
poco,c75 5g,enchanted green,flipkart,11499,8499,3000,26,4,128,6.88,5160,5,13,4s gen 2 5g processor,4.3,83280,4112
motorola,g35 5g,leaf green,flipkart,12499,9999,2500,20,4,128,6.72,5000,16,12,t760 processor,4.2,64998,4764
motorola,edge 50,forest blue,flipkart,25999,18999,7000,26,8,128,6.7,5000,32,108,7s gen 2 processor,4.4,129175,8373
samsung,galaxy f16,bling black,flipkart,17499,11499,6000,34,6,128,6.657,5000,13,108,dimensity 6300 processor,4.2,4683,309
samsung,sm 310e,black,flipkart,1999,990,1009,50,4,64,1.9,800,13,50,dimensity 6300 processor,3.2,317,27
oppo,k13 5g,prism black,flipkart,22999,17999,5000,21,8,128,6.67,7000,16,108,snapdragon 6 gen 4 processor,4.5,24615,1677
motorola,edge 50,marshmallow blue,flipkart,27999,20999,7000,25,12,256,6.7,5000,32,108,7s gen 2 processor,4.4,157688,10859
motorola,edge 50,forest blue,flipkart,27999,20999,7000,25,12,256,6.7,5000,32,108,7s gen 2 processor,4.4,157688,10859
samsung,galaxy f16,bling black,flipkart,15999,10749,5250,32,4,128,6.657,5000,13,20,dimensity 6300 processor,4.2,2787,175
motorola,edge 50,forest green,flipkart,25999,18999,7000,26,8,128,6.7,5000,32,20,7s gen 2 processor,4.4,129175,8373
oneplus,nord ce4,mega blue,flipkart,20999,16843,4156,19,8,128,6.67,5500,16,32,a18 chip 6 core processor processor,4.4,25654,1235
apple,iphone 16,ultramarine,flipkart,79900,69999,9901,12,16,128,6.1,4300,12,50,a18 chip 6 core processor processor,4.6,19106,793
poco,x7 5g,cosmic silver,flipkart,24999,15999,9000,36,8,128,6.67,5500,20,50,dimensity 7300 ultra processor,4.3,13142,1155
infinix,note 50s,burgundy red,flipkart,19999,14999,5000,25,6,128,6.78,5500,13,50,dimensity 7300 ultimate processor,4.4,1276,86
realme,p3x 5g,lunar silver,flipkart,16999,12999,4000,23,6,128,6.72,6000,8,32,dimensity 6400 processor,4.4,25519,891
iqoo,z10x 5g,ultramarine,flipkart,17499,13690,3809,21,6,128,6.7,6500,5,50,dimensity 6400 processor,4.4,2066,120
oppo,k13 5g,prism black,flipkart,22999,17999,5000,21,8,128,6.67,7000,16,12,snapdragon 6 gen 4 processor,4.5,24615,1677
poco,m7 5g,ocean blue,flipkart,13999,10299,3700,26,8,128,6.88,5160,8,12,4 gen 2 5g processor,4.2,5232,314
infinix,note 50s,burgundy red,flipkart,19999,14999,5000,25,6,128,6.78,5500,13,12,dimensity 7300 ultimate processor,4.4,1276,86
poco,c75 5g,silver stardust,flipkart,10999,7699,3300,30,4,64,6.88,5160,5,3,4s gen 2 5g processor,4.3,83280,4112
samsung,galaxy a35,awesome navy,flipkart,36999,21999,15000,40,8,256,6.6,5000,13,108,samsung exynos 1380 processor,4.3,22174,1486
poco,m7 5g,satin black,flipkart,13999,10299,3700,26,8,128,6.88,5160,8,50,4 gen 2 5g processor,4.2,5232,314
vivo,t4x 5g,marine blue,flipkart,17999,13999,4000,22,6,128,6.72,6500,8,50,dimensity 7300 5g processor,4.4,91091,4758
samsung,galaxy f16,vibing blue,flipkart,15999,10749,5250,32,4,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2787,175
realme,14x 5g,crystal black,flipkart,16999,14999,2000,11,6,128,6.67,6000,8,20,dimensity 6300 processor,4.3,10608,523
samsung,guru1200,black,flipkart,1799,797,1002,55,6,64,1.8,800,12,50,dimensity 6300 processor,3,1596,137
infinix,note 50x,enchanted purple,flipkart,14999,11499,3500,23,6,128,6.67,5500,8,108,dimensity 7300 ultimate processor,4.3,10347,1032
motorola,g85 5g,cobalt blue,flipkart,20999,15999,5000,23,8,128,6.67,5000,32,108,6s gen 3 processor,4.4,217987,11163
samsung,m05,mint green,flipkart,9999,6646,3353,33,4,64,6.7,5000,12,50,dimensity 7300 ultimate processor,4.3,2731,116
samsung,galaxy m35,moonlight blue,flipkart,24499,15939,8560,34,6,128,6.6,6000,16,50,dimensity 7300 ultimate processor,4.4,24821,1984
motorola,edge 50,hot pink,flipkart,27999,20999,7000,25,12,256,6.7,5000,32,12,7s gen 2 processor,4.4,157688,10859
redmi,13 5g,orchid pink,flipkart,17999,12499,5500,30,6,128,6.79,5030,13,108,4 gen 2 ae processor,4.2,42234,2172
tecno,pova 6,azure sky,flipkart,15999,9499,6500,40,6,128,6.67,5000,8,12,dimensity 6300 5g processor,4.3,3544,202
tecno,pova 6,azure sky,flipkart,15999,9499,6500,40,6,128,6.67,5000,8,50,dimensity 6300 5g processor,4.3,3544,202
motorola,edge 60,pantone mykonos blue,flipkart,25999,22999,3000,11,8,256,6.67,5500,32,50,dimensity 7400 processor,4.5,42821,2423
vivo,t4 5g,phantom grey,flipkart,25999,21999,4000,15,8,128,6.77,7300,32,32,snapdragon 7s gen 3 5g processor,4.5,40354,1979
poco,m7 pro,lavender frost,flipkart,18999,12999,6000,31,6,128,6.67,5110,20,20,dimensity 7025 ultra processor,4.3,17015,1472
samsung,galaxy a35,awesome iceblue,flipkart,33999,19999,14000,41,8,128,6.6,5000,13,20,samsung exynos 1380 processor,4.3,22174,1486
realme,p3 5g,space silver,flipkart,19999,15999,4000,20,6,128,6.67,6000,16,50,6 gen 4 processor,4.4,19673,1422
iqoo,z10x 5g,ultramarine,flipkart,17499,13690,3809,21,6,128,6.7,6500,3,2,dimensity 7300 ultimate processor,4.4,2066,120
oppo,k13x 5g,midnight violet,flipkart,15999,11999,4000,25,4,128,6.67,6000,8,50,dimensity 6300 processor,4.5,1949,310
realme,gt 6,razor green,flipkart,43999,27999,16000,36,8,256,6.78,5500,32,50,8s gen 3 mobile platform processor,4.5,3582,370
realme,p2 pro,parrot green,flipkart,25999,16999,9000,34,8,128,6.7,5200,32,50,7s gen2 processor,4.4,17510,1251
realme,c61,marble black,flipkart,8999,7699,1300,14,4,64,6.745,5000,5,50,t612 processor,4.4,9818,322
nothing,phone,3a grey,flipkart,32999,28999,4000,12,8,128,6.6,5000,50,20,7s gen3 processor,4.5,5898,545
cmf,watch pro 2,black,flipkart,22999,18999,4000,17,8,128,6.77,5000,16,50,dimensity 7300 pro 5g processor,4.4,15881,1311
vivo,y19e,titanium silver,flipkart,11999,7999,4000,33,4,64,6.74,5500,5,50,t7225 processor,4.3,1565,56
infinix,note 50x,enchanted purple,flipkart,14999,11499,3500,23,6,128,6.67,5500,8,32,dimensity 7300 ultimate processor,4.3,10347,1032
realme,p3 5g,space silver,flipkart,19999,15999,4000,20,6,128,6.67,6000,16,108,6 gen 4 processor,4.4,19673,1422
iqoo,z10 lite,cyber green,flipkart,13999,10310,3689,26,4,128,6.74,6000,16,50,unisoc processor,4.2,91,5
realme,p3 pro,saturn brown,flipkart,28999,19999,9000,31,8,128,6.83,6000,16,108,7s gen 3 mobile platform processor,4.4,6148,536
motorola,g85 5g,urban grey,flipkart,20999,15999,5000,23,8,128,6.67,5000,32,50,6s gen 3 processor,4.4,217987,11163
vivo,t4 5g,phantom grey,flipkart,25999,21999,4000,15,8,128,6.77,7300,32,50,snapdragon 7s gen 3 5g processor,4.5,40354,1979
motorola,g64 5g,berry red,flipkart,19999,15999,4000,20,12,256,6.5,6000,16,20,dimensity 7025 processor,4.2,85325,5457
tecno,spark go,turquoise green,flipkart,8499,6699,1800,21,3,64,6.67,5000,12,13,t7250 processor,4.3,654,53
redmi,a4 5g,starry black,flipkart,10999,8630,2369,21,4,64,6.88,5160,8,50,t7250 processor,4.3,7020,337
oppo,reno14 5g,pearl white,flipkart,42999,37999,5000,11,8,256,6.59,6000,50,50,dimensity 8350 processor,4.4,1129,135
samsung,galaxy s24,blue,flipkart,59999,35999,24000,40,8,128,6.7,4700,10,32,exynos 2400e processor,4.5,12849,1043
samsung,galaxy s24,blue,flipkart,59999,35999,24000,40,8,128,6.7,4700,10,50,exynos 2400e processor,4.5,12849,1043
apple,iphone 16,ultramarine,flipkart,89900,79999,9901,11,8,128,6.7,4700,12,50,a18 chip 6 core processor processor,4.6,3067,171
oppo,f27 pro+,midnight navy,flipkart,32999,18749,14250,43,8,128,6.7,5000,8,50,dimensity 7050 processor,4.4,6858,307
samsung,galaxy s24,titanium gray,flipkart,134999,82997,52002,38,12,256,6.8,5000,12,50,snapdragon 8 gen 3 processor,4.6,4020,353
oneplus,nord ce4,mega blue,flipkart,20999,16838,4161,19,8,128,6.67,5500,32,50,snapdragon 8 gen 3 processor,4.4,25654,1235
samsung,galaxy a35,awesome navy,flipkart,33999,19999,14000,41,8,128,6.6,5000,13,20,samsung exynos 1380 processor,4.3,22174,1486
poco,x7 5g,yellow,flipkart,24999,15999,9000,36,8,128,6.67,5500,20,50,dimensity 7300 ultra processor,4.3,13142,1155
poco,m7 pro,olive twilight,flipkart,18999,12999,6000,31,6,128,6.67,5110,20,20,dimensity 7025 ultra processor,4.3,17015,1472
nothing,phone,3a white,flipkart,27999,24999,3000,10,8,128,6.67,5000,32,50,7s gen3 processor,4.5,29639,2517
iqoo,z10x 5g,ultramarine,flipkart,17499,13690,3809,21,6,128,6.7,6500,8,50,7s gen3 processor,4.4,2066,120
iqoo,z10x 5g,ultramarine,flipkart,17499,13690,3809,21,6,128,6.7,6500,8,64,dimensity 8350 ultimate processor,4.4,2066,120
infinix,gt 30,blade white,flipkart,31999,24999,7000,21,8,256,6.78,5500,13,50,dimensity 8350 ultimate processor,4.6,8521,450
iqoo,z10 5g,glacier silver / silver,flipkart,27999,23358,4641,16,8,256,6.77,7300,12,50,dimensity 7300 pro 5g processor,4.4,2045,114
apple,iphone 16,ultramarine,flipkart,99900,89999,9901,9,6,256,6.7,5000,12,64,a18 chip 6 core processor processor,4.6,3067,171
samsung,galaxy s24,titanium black,flipkart,134999,89999,45000,33,12,256,6.8,5000,12,50,snapdragon 8 gen 3 processor,4.6,4020,353
infinix,gt 30,blade white,flipkart,31999,24999,7000,21,8,256,6.78,5500,13,50,dimensity 8350 ultimate processor,4.4,931,72
motorola,edge 50,caneel bay,flipkart,41999,27999,14000,33,12,256,6.7,4500,50,50,7 gen 3 mobile platform processor,4.4,65435,4389
oppo,f27 pro+,midnight navy,flipkart,32999,18749,14250,43,8,128,6.7,5000,8,108,dimensity 7050 processor,4.4,6858,307
samsung,galaxy f06,bahama blue,flipkart,13999,8699,5300,37,4,64,6.7,5000,8,50,dimensity 6300 processor,4.1,17201,1184
realme,p3 ultra,neptune blue,flipkart,31999,22999,9000,28,8,128,6.83,6000,16,108,dimensity 8350 ultra processor,4.4,5684,699
infinix,note 50s,marine drift,flipkart,19999,14999,5000,25,6,128,6.78,5500,13,20,dimensity 7300 ultimate processor,4.4,1276,86
tecno,pova 6,azure sky,flipkart,15999,9499,6500,40,6,128,6.67,5000,8,32,dimensity 6300 5g processor,4.3,3544,202
poco,f7 5g,frost white,flipkart,35999,31999,4000,11,12,256,6.83,7550,20,32,8s gen 4 processor,4.4,5646,699
apple,iphone 16,desert titanium,flipkart,119900,107900,12000,10,6,128,6.3,6500,12,20,a18 pro chip 6 core processor processor,4.6,2499,125
samsung,galaxy s24,onyx black,flipkart,79999,52999,27000,33,8,256,6.2,4000,12,50,exynos 2400 processor,4.6,6901,390
poco,f7 5g,phantom black,flipkart,37999,33999,4000,10,12,512,6.83,7550,20,50,8s gen 4 processor,4.4,5646,699
samsung,galaxy s24,marble gray,flipkart,74999,46999,28000,37,8,128,6.2,4000,12,20,exynos 2400 processor,4.6,6901,390
google,pixel 9,obsidian,flipkart,79999,64999,15000,18,12,256,6.3,4700,5,50,google tensor g4 processor,4.5,3198,316
apple,iphone 13,midnight,flipkart,49900,44999,4901,9,16,128,6.1,4600,12,50,a15 bionic chip processor,4.6,292993,13973
oneplus,13r 5g,astral trail,flipkart,44999,39883,5116,11,12,256,6.78,6000,32,50,a15 bionic chip processor,4.5,2289,168
realme,p3 ultra,neptune blue,flipkart,31999,22999,9000,28,8,128,6.83,6000,16,50,dimensity 8350 ultra processor,4.4,5684,699
poco,x7 pro,obsidian black,flipkart,33999,24999,9000,26,12,256,6.67,6550,20,108,dimensity d8400 ultra processor,4.4,4609,577
samsung,galaxy m35,daybreak blue,flipkart,25999,16690,9309,35,8,128,6.6,6000,16,50,a18 chip 6 core processor processor,4.3,3633,249
apple,iphone 16,natural titanium,flipkart,119900,107900,12000,10,12,128,6.3,4300,12,108,a18 pro chip 6 core processor processor,4.6,2499,125
samsung,galaxy m35,daybreak blue,flipkart,25999,16690,9309,35,8,128,6.6,6000,13,50,a18 pro chip 6 core processor processor,4.3,3633,249
oneplus,nord ce4,mega blue,flipkart,20999,16838,4161,19,8,128,6.67,5500,32,50,a18 pro chip 6 core processor processor,4.4,25654,1235
samsung,guru 1200,black,flipkart,1699,792,907,53,4,64,1.52,800,16,50,a18 pro chip 6 core processor processor,3.1,5194,373
iqoo,neo 10r,raging blue,flipkart,31999,24195,7804,24,8,128,6.78,6400,13,50,a18 pro chip 6 core processor processor,4.5,978,75
samsung,galaxy m35,daybreak blue,flipkart,25999,16690,9309,35,8,128,6.6,6000,16,50,a18 pro chip 6 core processor processor,4.3,3633,249
oppo,reno14 5g,forest green,flipkart,42999,37999,5000,11,8,256,6.59,6000,12,50,dimensity 8350 processor,4.4,1129,135
redmi,13 5g,black diamond,flipkart,19999,13059,6940,34,8,128,6.79,5030,20,108,dimensity 8350 processor,4.3,10383,593
redmi,a4 5g,starry black,flipkart,10999,8630,2369,21,4,64,6.88,5160,12,50,dimensity 8350 processor,4.3,7020,337
samsung,galaxy m35,moonlight blue,flipkart,24499,15939,8560,34,6,128,6.6,6000,8,50,dimensity 8350 processor,4.4,24821,1984
poco,x7 5g,yellow,flipkart,27999,17999,10000,35,8,256,6.67,5500,20,50,dimensity 7300 ultra processor,4.3,13142,1155
vivo,t3 5g,crystal flake,flipkart,22999,16999,6000,26,8,128,6.67,5000,16,50,dimensity 7200 processor,4.4,131464,8085
apple,iphone 16,white,flipkart,89900,79999,9901,11,6,128,6.7,4300,12,50,dimensity 7200 processor,4.6,3067,171
samsung,guru music,blue,flipkart,1999,930,1069,53,4,64,2,1100,13,108,a18 chip 6 core processor processor,3.1,3020,180
motorola,edge 60,pantone gibraltar sea,flipkart,28999,22999,6000,20,8,256,6.67,5000,32,50,7s gen 2 mobile processor processor,4.3,7957,670
poco,c71,cool blue,flipkart,8999,6399,2600,28,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
motorola,edge 60,pantone dazzling blue,flipkart,36999,29999,7000,18,8,256,6.7,6000,12,108,dimensity 8350 processor,4.4,11714,1091
poco,x7 5g,glacier green,flipkart,24999,15999,9000,36,8,128,6.67,5500,20,50,dimensity 7300 ultra processor,4.3,13142,1155
samsung,galaxy s24,onyx black,flipkart,74999,46999,28000,37,8,128,6.2,4000,12,50,exynos 2400 processor,4.6,6901,390
realme,gt 6,razor green,flipkart,43999,27999,16000,36,8,256,6.78,5500,32,20,8s gen 3 mobile platform processor,4.5,3582,370
samsung,galaxy m35,moonlight blue,flipkart,24499,15939,8560,34,6,128,6.6,6000,16,50,8s gen 3 mobile platform processor,4.4,24821,1984
realme,14x 5g,crystal black,flipkart,16999,14999,2000,11,6,128,6.67,6000,8,50,dimensity 6300 processor,4.3,10608,523
realme,14x 5g,crystal black,flipkart,16999,14999,2000,11,6,128,6.67,6000,8,32,dimensity 6300 processor,4.3,10608,523
oppo,reno14 5g,pearl white,flipkart,42999,37999,5000,11,8,256,6.59,6000,12,50,dimensity 8350 processor,4.4,1129,135
nothing,phone,3a grey,flipkart,32999,28999,4000,12,8,128,6.59,5000,16,50,7s gen3 processor,4.5,5898,545
apple,iphone 15,black,flipkart,69900,64900,5000,7,12,128,6.1,5000,12,50,a16 bionic chip 6 core processor processor,4.6,262580,9397
poco,m6 plus,ice silver,flipkart,15999,10080,5919,36,6,128,6.79,5030,13,50,snapdragon 4 gen2 ae processor,4.2,59597,3573
vivo,t3 pro,sandstone orange,flipkart,29999,22999,7000,23,8,128,6.77,5500,16,32,snapdragon 7 gen 3 processor,4.5,84614,5328
vivo,t3 pro,sandstone orange,flipkart,29999,22999,7000,23,8,128,6.77,5500,16,50,snapdragon 7 gen 3 processor,4.5,84614,5328
samsung,galaxy a55,awesome navy,flipkart,42999,25630,17369,40,8,128,6.6,5000,32,50,samsung exynos 1480 processor,4.4,2011,154
realme,narzo n61,marble black,flipkart,8641,7649,992,11,4,64,6.74,5000,12,20,samsung exynos 1480 processor,4.3,5693,271
realme,narzo n61,marble black,flipkart,8641,7649,992,11,4,64,6.74,5000,13,32,samsung exynos 1480 processor,4.3,5693,271
iqoo,neo 10r,raging blue,flipkart,31999,24193,7806,24,8,128,6.78,6400,16,50,sc6531e processor,4.5,978,75
google,pixel 8a,obsidian,flipkart,52999,37999,15000,28,8,128,6.1,4404,13,108,tensor g3 processor,4.3,7112,581
tecno,pop 9,glittery white,flipkart,8499,6499,2000,23,3,64,6.67,5000,12,13,tensor g3 processor,4,69,2
realme,narzo 80x,sunlit gold,flipkart,16999,12120,4879,28,8,128,6.72,6000,16,50,tensor g3 processor,4.2,559,21
vivo,t3 5g,crystal flake,flipkart,22999,16999,6000,26,8,128,6.67,5000,16,108,dimensity 7200 processor,4.4,131464,8085
redmi,a5,just black,flipkart,8999,6499,2500,27,3,64,6.88,5200,8,20,t7250 processor,4.3,2309,116
poco,m6 plus,ice silver,flipkart,17999,11499,6500,36,8,128,6.79,5030,13,108,snapdragon 4 gen2 ae processor,4.2,11513,724
realme,p3 ultra,neptune blue,flipkart,31999,22999,9000,28,8,128,6.83,6000,16,32,dimensity 8350 ultra processor,4.4,5684,699
realme,narzo 80,crystal purple,flipkart,14999,11274,3725,24,6,128,6.67,6000,12,50,dimensity 8350 ultra processor,4.6,43,0
iqoo,z10 lite,cyber green,flipkart,13999,10310,3689,26,4,128,6.74,6000,8,50,dimensity 8350 ultra processor,4.2,91,5
apple,iphone 15,pink,flipkart,69900,64900,5000,7,16,128,6.1,4300,12,108,a16 bionic chip 6 core processor processor,4.6,262580,9397
tecno,spark go,turquoise green,flipkart,8499,6699,1800,21,3,64,6.67,5000,3,13,t7250 processor,4.3,6358,452
tecno,spark go,turquoise green,flipkart,8499,6699,1800,21,3,64,6.67,5000,3,13,t7250 processor,4.3,74589,9658
google,pixel 8a,bay,flipkart,52999,37999,15000,28,8,128,6.1,4404,13,50,tensor g3 processor,4.3,7112,581
samsung,galaxy s24,titanium violet,flipkart,134999,82999,52000,38,12,256,6.8,5000,12,50,snapdragon 8 gen 3 processor,4.6,4020,353
apple,iphone 15,black,flipkart,79900,71999,7901,9,16,128,6.7,4700,12,50,a16 bionic chip 6 core processor processor,4.6,45792,2571
poco,m6 plus,graphite black,flipkart,17999,11499,6500,36,8,128,6.79,5030,13,108,snapdragon 4 gen2 ae processor,4.2,11513,724
samsung,galaxy s24,amber yellow,flipkart,79999,52999,27000,33,8,256,6.2,4000,12,108,exynos 2400 processor,4.6,6901,390
realme,14t 5g,obsidian black,flipkart,20999,17999,3000,14,8,128,6.67,6000,16,50,dimensity 6300 processor,4.2,1092,101
vivo,t4 ultra,phoenix gold,flipkart,40999,37999,3000,7,8,256,6.67,5500,32,50,dimensity 9300 processor,4.5,1571,175
apple,iphone 16,natural titanium,flipkart,129900,117900,12000,9,12,256,6.3,4700,12,50,a18 pro chip 6 core processor processor,4.6,2499,125
poco,m7 5g,ocean blue,flipkart,12999,9299,3700,28,6,128,6.88,5160,8,50,4 gen 2 5g processor,4.1,25331,1321
oneplus,13r 5g,astral trail,flipkart,44999,39883,5116,11,12,256,6.78,6000,12,50,5 gen 2 5g processor,4.5,2289,168
motorola,edge 50,hot pink,flipkart,25999,18999,7000,26,8,128,6.7,5000,32,20,7s gen 2 processor,4.4,129175,8373
iqoo,z10 5g,glacier silver / silver,flipkart,25999,21061,4938,18,8,128,6.7,7300,16,50,7s gen 2 processor,4.4,2045,114
apple,iphone 15,pink,flipkart,79900,71999,7901,9,12,128,6.7,4300,12,50,a16 bionic chip 6 core processor processor,4.6,45792,2571
poco,f7 5g,phantom black,flipkart,35999,31999,4000,11,12,256,6.83,7550,20,50,8s gen 4 processor,4.4,5646,699
motorola,edge 50,peach fuzz,flipkart,32999,21999,11000,33,8,256,6.67,5000,32,32,snapdragon 7 gen 1 accelerated edition processor,4.3,37910,2824
iqoo,z10 lite,cyber green,flipkart,13999,10310,3689,26,4,128,6.74,6000,12,50,snapdragon 7 gen 1 accelerated edition processor,4.2,91,5
google,pixel 9,porcelain,flipkart,79999,64999,15000,18,12,256,6.3,4700,5,50,google tensor g4 processor,4.5,3198,316
samsung,galaxy a55,awesome iceblue,flipkart,45999,28208,17791,38,8,256,6.6,5000,32,50,samsung exynos 1480 processor,4.4,2011,154
realme,p3 pro,saturn brown,flipkart,28999,19999,9000,31,8,128,6.83,6000,16,50,7s gen 3 mobile platform processor,4.4,6148,536
poco,c61,mystical green,flipkart,8999,6999,2000,22,4,64,6.71,5000,5,50,helio g36 processor,4.1,110043,4655
samsung,galaxy s24,cobalt violet,flipkart,74999,46999,28000,37,8,128,6.2,4000,12,108,exynos 2400 processor,4.6,6901,390
poco,m7 5g,satin black,flipkart,12999,9299,3700,28,6,128,6.88,5160,8,20,4 gen 2 5g processor,4.1,25331,1321
iqoo,z10 5g,stellar black / black,flipkart,25999,21087,4912,18,8,128,6.7,7300,12,50,5 gen 2 5g processor,4.4,2045,114
apple,iphone 16,pink,flipkart,99900,89999,9901,9,12,256,6.7,4300,12,50,a18 chip 6 core processor processor,4.6,3067,171
apple,iphone 16,desert titanium,flipkart,144900,132900,12000,8,12,256,6.9,4300,12,50,a18 pro chip 6 core processor processor,4.7,1144,84
poco,x7 pro,nebula green,flipkart,33999,24999,9000,26,12,256,6.67,6550,20,50,dimensity d8400 ultra processor,4.4,4609,577
samsung,galaxy f06,lit violet,flipkart,13999,8699,5300,37,4,64,6.7,5000,12,50,dimensity 6300 processor,4.1,17201,1184
realme,c75 5g,midnight lily,flipkart,15999,12999,3000,18,4,128,6.67,6000,8,108,dimensity 6300 processor,4.3,485,22
samsung,galaxy s24+,cobalt violet,flipkart,99999,59999,40000,40,12,256,6.7,4900,12,32,exynos 2400 processor,4.5,11203,856
realme,p2 pro,parrot green,flipkart,25999,16999,9000,34,8,128,6.7,5200,32,20,7s gen2 processor,4.4,17510,1251
motorola,a200,black,flipkart,1549,1249,300,19,4,64,1.77,800,8,50,7s gen2 processor,3.6,138,16
iqoo,z9s 5g,titanium matte,flipkart,25999,20890,5109,19,8,128,6.77,5500,12,50,7s gen2 processor,4.4,8518,531
google,pixel 8a,porcelain,flipkart,52999,37999,15000,28,8,128,6.1,4404,13,50,tensor g3 processor,4.3,7112,581
apple,iphone 15,green,flipkart,69900,64900,5000,7,16,128,6.1,4700,12,50,a16 bionic chip 6 core processor processor,4.6,262580,9397
poco,x7 pro,yellow,flipkart,31999,22999,9000,28,8,256,6.67,6550,20,50,dimensity d8400 ultra processor,4.3,8288,1153
samsung,galaxy a06,black,flipkart,13499,9199,4300,31,4,64,6.7,5000,12,50,mediatek processor,4,789,63
samsung,galaxy s24,marble gray,flipkart,79999,52999,27000,33,8,256,6.2,4000,12,50,exynos 2400 processor,4.6,6901,390
lava,a3 torch,dark blue,flipkart,1649,1339,310,18,6,128,1.8,1750,8,3,exynos 2400 processor,4.1,217,19
google,pixel 9,wintergreen,flipkart,79999,64999,15000,18,12,256,6.3,4700,5,108,google tensor g4 processor,4.5,3198,316
samsung,1200,black,flipkart,1699,774,925,54,4,64,1.5,800,12,108,google tensor g4 processor,3.1,4223,295
realme,c75 5g,midnight lily,flipkart,15999,12999,3000,18,4,128,6.67,6000,8,20,dimensity 6300 processor,4.3,485,22
samsung,galaxy s24,cobalt violet,flipkart,79999,52999,27000,33,8,256,6.2,4000,12,32,exynos 2400 processor,4.6,6901,390
samsung,galaxy s24,titanium violet,flipkart,134999,119999,15000,11,12,256,6.8,5000,12,108,snapdragon 8 gen 3 processor,4.6,4020,353
realme,p1 speed,brushed blue,flipkart,20999,14989,6010,28,8,128,6.67,5000,16,50,dimensity 7300 energy processor,4.3,2672,275
realme,narzo 80,crystal purple,flipkart,14999,11274,3725,24,6,128,6.67,6000,16,50,dimensity 7300 energy processor,4.6,43,0
motorola,edge 60,pantone dazzling blue,flipkart,40999,33999,7000,17,12,256,6.7,6000,12,108,dimensity 8350 processor,4.4,5417,524
realme,narzo 80x,sunlit gold,flipkart,16999,12120,4879,28,8,128,6.72,6000,8,50,dimensity 8350 processor,4.2,559,21
iqoo,neo 10,inferno red,flipkart,36999,33242,3757,10,8,128,6.78,7000,8,108,qualcomm sd processor,4.5,162,14
motorola,razr 60,pantone lightest sky,flipkart,54999,49999,5000,9,8,256,6.9,4500,32,50,dimensity 7400x processor,4.5,344,41
iqoo,neo 10r,raging blue,flipkart,31999,24187,7812,24,8,128,6.78,6400,12,32,dimensity 7400x processor,4.5,978,75
realme,p1 speed,brushed blue,flipkart,20999,14989,6010,28,8,128,6.67,5000,16,108,dimensity 7300 energy processor,4.3,2672,275
redmi,a4,sparkle purple,flipkart,11999,9527,2472,20,4,128,6.88,5160,8,50,dimensity 7300 energy processor,4.3,7020,337
samsung,galaxy f16,glam green,flipkart,15999,10749,5250,32,4,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2787,175
iqoo,neo 10r,raging blue,flipkart,31999,24187,7812,24,8,128,6.78,6400,12,50,dimensity 8450 processor,4.5,978,75
oppo,reno14 pro,pearl white,flipkart,54999,49999,5000,9,12,256,6.83,6200,12,108,dimensity 8450 processor,4.5,524,78
motorola,g45 5g,pink lavender,flipkart,14999,11999,3000,20,8,128,6.5,5000,16,50,snapdragon 6s gen 3 processor,4.3,195416,10117
oppo,k12x 5g,breeze blue,flipkart,16999,12999,4000,23,6,128,6.67,5100,8,50,dimensity 6300 processor,4.5,183764,6497
oppo,k12x 5g,feather pink,flipkart,16999,12999,4000,23,6,128,6.67,5100,8,50,dimensity 6300 processor,4.5,183764,6497
oneplus,13s 5g,pink satin,flipkart,57999,51969,6030,10,12,256,6.32,5850,16,108,dimensity 6300 processor,4.5,265,24
redmi,a3x,ocean green,flipkart,9999,6699,3300,33,3,64,6.71,5000,5,50,dimensity 6300 processor,4.1,9774,433
samsung,guru music,black,flipkart,1999,948,1051,52,6,64,1.8,800,16,50,dimensity 6300 processor,3.4,63,4
oneplus,13s 5g,pink satin,flipkart,57999,51969,6030,10,12,256,6.32,5850,16,20,a18 pro chip 6 core processor processor,4.5,265,24
apple,iphone 16e,black,flipkart,69900,64900,5000,7,12,256,6.1,4600,12,50,a18 chip 6 core processor,4.6,1409,95
iqoo,neo 10,inferno red,flipkart,36999,33242,3757,10,8,128,6.78,7000,12,50,qualcomm sd processor,4.5,162,14
